play,shooter,goalie,shooterTeamScore,goalieTeamScore,shooterHomeAway,period,time,x,y,shotType,manAdvantageDiff
SHOT,8480336,8479496,3,2,home,3,3198,55.0,36.0,Wrist Shot,0
SHOT,8474166,8479496,3,2,home,3,3222,35.0,-11.0,Slap Shot,0
GOAL,8470604,8479496,3,2,home,3,3312,61.0,5.0,Slap Shot,0
SHOT,8474628,8477361,2,4,away,3,3353,35.0,-13.0,Slap Shot,0
SHOT,8478396,8477361,2,4,away,3,3375,42.0,20.0,Slap Shot,0
GOAL,8477496,8477361,2,4,away,3,3415,90.0,15.0,Backhand,0
SHOT,8473473,8477361,3,4,away,3,3579,80.0,-3.0,Tip-In,0
SHOT,8477496,8476434,0,0,away,1,45,-93.0,21.0,Wrist Shot,0
SHOT,8479346,8476434,0,0,away,1,120,85.0,18.0,Backhand,0
SHOT,8475164,8475660,0,0,home,1,163,59.0,-7.0,Wrist Shot,0
SHOT,8474736,8476434,0,0,away,1,170,47.0,-28.0,Wrist Shot,0
SHOT,8476346,8476434,0,0,away,1,232,81.0,19.0,Wrist Shot,0
SHOT,8477497,8476434,0,0,away,1,238,56.0,6.0,Snap Shot,0
SHOT,8478873,8475660,0,0,home,1,257,45.0,-22.0,Wrist Shot,0
SHOT,8474736,8476434,0,0,away,1,349,13.0,-1.0,Tip-In,0
SHOT,8479368,8475660,0,0,home,1,360,45.0,24.0,Snap Shot,0
SHOT,8473473,8476434,0,0,away,1,456,81.0,4.0,Tip-In,1
SHOT,8478397,8476434,0,0,away,1,483,47.0,-9.0,Slap Shot,1
SHOT,8474628,8476434,0,0,away,1,493,71.0,21.0,Wrist Shot,0
GOAL,8477496,8476434,0,0,away,1,495,82.0,5.0,Tip-In,0
SHOT,8474150,8476434,1,0,away,1,540,81.0,-25.0,Wrist Shot,-1
SHOT,8476483,8475660,0,1,home,1,546,59.0,7.0,Wrist Shot,1
SHOT,8479351,8475660,0,1,home,1,578,70.0,-2.0,Slap Shot,1
SHOT,8470612,8475660,0,1,home,1,617,55.0,-17.0,Snap Shot,1
SHOT,8478873,8475660,0,1,home,1,638,77.0,-18.0,Wrist Shot,1
SHOT,8476913,8475660,0,1,home,1,704,64.0,16.0,Wrist Shot,0
GOAL,8474150,8476434,1,0,away,1,730,81.0,-4.0,Tip-In,0
GOAL,8478430,8476434,2,0,away,1,819,63.0,-18.0,Snap Shot,0
SHOT,8474628,8476434,3,0,away,1,875,-97.0,17.0,Wrist Shot,-1
SHOT,8478873,8475660,0,3,home,1,899,74.0,-10.0,Wrist Shot,1
SHOT,8478873,8475660,0,3,home,1,953,72.0,-14.0,Snap Shot,1
SHOT,8476312,8475660,0,3,home,1,1004,13.0,-24.0,Slap Shot,1
SHOT,8476483,8475660,0,3,home,1,1059,87.0,7.0,Wrap-around,1
GOAL,8476873,8476434,3,0,away,1,1145,49.0,-3.0,Wrist Shot,-1
SHOT,8477497,8476434,4,0,away,1,1168,50.0,12.0,Slap Shot,-1
SHOT,8475869,8468011,4,0,away,2,1316,35.0,-8.0,Slap Shot,-1
SHOT,8478396,8468011,4,0,away,2,1360,34.0,-22.0,Wrist Shot,-1
SHOT,8475235,8475660,0,4,home,2,1387,58.0,26.0,Snap Shot,1
SHOT,8470612,8475660,0,4,home,2,1393,57.0,32.0,Wrist Shot,1
SHOT,8476346,8468011,4,0,away,2,1396,78.0,-3.0,Wrist Shot,-1
SHOT,8476346,8468011,4,0,away,2,1397,81.0,-3.0,Tip-In,-1
SHOT,8476483,8475660,0,4,home,2,1421,83.0,12.0,Wrist Shot,1
SHOT,8476346,8468011,4,0,away,2,1450,69.0,7.0,Wrist Shot,-1
SHOT,8479368,8475660,0,4,home,2,1461,58.0,-23.0,Wrist Shot,1
SHOT,8478491,8475660,0,4,home,2,1524,54.0,-25.0,Wrist Shot,1
SHOT,8478873,8475660,0,4,home,2,1530,87.0,5.0,Backhand,1
SHOT,8479346,8468011,4,0,away,2,1540,82.0,-8.0,Snap Shot,-1
SHOT,8473473,8468011,4,0,away,2,1558,98.0,-11.0,Backhand,-1
SHOT,8474584,8475660,0,4,home,2,1587,50.0,6.0,Wrist Shot,1
SHOT,8479351,8475660,0,4,home,2,1652,95.0,-13.0,Wrist Shot,1
SHOT,8478425,8475660,0,4,home,2,1661,33.0,13.0,Snap Shot,1
SHOT,8474641,8475660,0,4,home,2,1687,72.0,-19.0,Wrist Shot,1
SHOT,8477941,8475660,0,4,home,2,1692,56.0,28.0,Backhand,1
SHOT,8478425,8475660,0,4,home,2,1813,33.0,-10.0,Slap Shot,1
SHOT,8475764,8475660,0,4,home,2,1824,42.0,-27.0,Slap Shot,1
SHOT,8478873,8475660,0,4,home,2,1852,54.0,-4.0,Snap Shot,1
SHOT,8477941,8475660,0,4,home,2,1865,77.0,1.0,Tip-In,1
SHOT,8474641,8475660,0,4,home,2,1867,81.0,-5.0,Wrist Shot,1
SHOT,8478873,8475660,0,4,home,2,2101,80.0,-3.0,Backhand,1
GOAL,8474150,8468011,4,0,away,2,2206,78.0,-3.0,Backhand,-2
SHOT,8478873,8475660,0,5,home,2,2347,75.0,-10.0,Wrist Shot,1
SHOT,8478585,8468011,5,0,away,2,2368,69.0,-11.0,Snap Shot,-1
SHOT,8478585,8468011,5,0,away,2,2371,87.0,-9.0,Tip-In,-1
SHOT,8478430,8468011,5,0,away,2,2372,47.0,37.0,Snap Shot,-1
SHOT,8478233,8468011,5,0,away,3,2481,77.0,9.0,Wrist Shot,-1
SHOT,8479314,8468011,5,0,away,3,2494,87.0,6.0,Wrap-around,-1
SHOT,8476312,8475660,0,5,home,3,2583,78.0,-15.0,Wrist Shot,1
SHOT,8474641,8475660,0,5,home,3,2775,72.0,4.0,Backhand,1
SHOT,8476873,8468011,5,0,away,3,2812,57.0,-1.0,Wrist Shot,-1
GOAL,8476873,8468011,5,0,away,3,2815,79.0,-7.0,Wrist Shot,-1
SHOT,8475164,8475660,0,6,home,3,2868,69.0,0.0,Wrist Shot,2
SHOT,8474641,8475660,0,6,home,3,2894,52.0,16.0,Snap Shot,2
SHOT,8478873,8475660,0,6,home,3,2903,66.0,-15.0,Snap Shot,2
SHOT,8475235,8475660,0,6,home,3,2979,46.0,29.0,Snap Shot,1
SHOT,8476854,8475660,0,6,home,3,3046,41.0,-17.0,Snap Shot,1
SHOT,8474150,8468011,6,0,away,3,3105,70.0,-36.0,Wrist Shot,-1
SHOT,8476483,8475660,0,6,home,3,3144,73.0,11.0,Wrist Shot,1
SHOT,8478425,8475660,0,6,home,3,3150,34.0,26.0,Wrist Shot,1
SHOT,8479351,8475660,0,6,home,3,3175,83.0,-5.0,Tip-In,1
SHOT,8474584,8475660,0,6,home,3,3271,36.0,-20.0,Slap Shot,1
SHOT,8475764,8475660,0,6,home,3,3306,38.0,-27.0,Wrist Shot,1
SHOT,8476312,8475660,0,6,home,3,3523,-39.0,-27.0,Wrist Shot,1
SHOT,8476854,8475660,0,6,home,3,3589,42.0,8.0,Wrist Shot,1
SHOT,8476356,8468011,0,0,home,1,184,78.0,-20.0,Wrist Shot,0
SHOT,8477935,8468011,0,0,home,1,202,73.0,-1.0,Backhand,0
SHOT,8476854,8475660,0,0,away,1,277,45.0,-1.0,Wrist Shot,0
SHOT,8479314,8468011,0,0,home,1,294,79.0,-1.0,Tip-In,0
SHOT,8476854,8475660,0,0,away,1,471,79.0,27.0,Wrist Shot,0
SHOT,8474150,8468011,0,0,home,1,535,56.0,-9.0,Slap Shot,0
SHOT,8478491,8475660,0,0,away,1,599,42.0,21.0,Slap Shot,0
SHOT,8479346,8468011,0,0,home,1,631,82.0,4.0,Tip-In,0
SHOT,8474628,8468011,0,0,home,1,769,35.0,31.0,Wrist Shot,0
SHOT,8475764,8475660,0,0,away,1,785,81.0,25.0,Wrist Shot,0
SHOT,8476346,8468011,0,0,home,1,823,3.0,-27.0,Snap Shot,0
SHOT,8474150,8468011,0,0,home,1,856,75.0,-6.0,Wrist Shot,0
SHOT,8474641,8475660,0,0,away,1,947,62.0,-18.0,Wrist Shot,1
SHOT,8478873,8475660,0,0,away,1,973,74.0,-16.0,Wrist Shot,1
SHOT,8477941,8475660,0,0,away,1,974,82.0,0.0,Backhand,1
SHOT,8477496,8468011,0,0,home,1,976,-81.0,18.0,Slap Shot,-1
SHOT,8474683,8475660,0,0,away,1,1008,81.0,-6.0,Tip-In,1
SHOT,8478430,8468011,0,0,home,1,1038,37.0,-30.0,Snap Shot,0
SHOT,8474641,8475660,0,0,away,1,1079,82.0,-7.0,Wrist Shot,0
SHOT,8474673,8468011,0,0,home,1,1103,63.0,-28.0,Slap Shot,0
SHOT,8476854,8475660,0,0,away,1,1130,47.0,-2.0,Wrist Shot,0
SHOT,8479314,8468011,0,0,home,1,1141,74.0,0.0,Wrist Shot,0
SHOT,8478873,8475660,0,0,away,2,1282,60.0,-6.0,Wrist Shot,0
SHOT,8479314,8468011,0,0,home,2,1435,65.0,19.0,Wrist Shot,0
SHOT,8479314,8468011,0,0,home,2,1436,83.0,5.0,Backhand,0
SHOT,8479314,8468011,0,0,home,2,1442,89.0,-8.0,Wrap-around,0
SHOT,8478397,8468011,0,0,home,2,1482,44.0,26.0,Slap Shot,0
GOAL,8474641,8475660,0,0,away,2,1553,80.0,5.0,Backhand,0
SHOT,8478396,8468011,0,1,home,2,1604,55.0,-1.0,Snap Shot,0
GOAL,8478233,8468011,0,1,home,2,1606,82.0,-8.0,Wrist Shot,0
SHOT,8477497,8468011,1,1,home,2,1671,63.0,-4.0,Wrist Shot,0
SHOT,8476312,8475660,1,1,away,2,1699,20.0,35.0,Slap Shot,0
SHOT,8474150,8468011,1,1,home,2,1742,56.0,-21.0,Wrist Shot,0
GOAL,8475164,8475660,1,1,away,2,1837,84.0,4.0,Wrist Shot,0
SHOT,8476312,8475660,2,1,away,2,1852,36.0,29.0,Slap Shot,0
SHOT,8478491,8475660,2,1,away,2,1906,45.0,-24.0,Slap Shot,0
SHOT,8477496,8468011,1,2,home,2,1918,60.0,11.0,Snap Shot,0
SHOT,8476346,8468011,1,2,home,2,2009,59.0,22.0,Slap Shot,1
SHOT,8477941,8475660,2,1,away,2,2121,84.0,-11.0,Wrist Shot,0
SHOT,8476346,8468011,1,2,home,2,2134,72.0,22.0,Wrist Shot,0
SHOT,8477496,8468011,1,2,home,2,2135,76.0,1.0,Wrist Shot,0
SHOT,8476346,8468011,1,2,home,2,2148,72.0,-13.0,Wrist Shot,0
SHOT,8478873,8475660,2,1,away,2,2193,51.0,3.0,Wrist Shot,0
SHOT,8474736,8468011,1,2,home,2,2228,58.0,1.0,Wrist Shot,0
SHOT,8476873,8468011,1,2,home,2,2233,84.0,7.0,Backhand,0
SHOT,8476913,8475660,2,1,away,2,2242,49.0,4.0,Wrist Shot,0
SHOT,8476913,8475660,2,1,away,2,2269,88.0,6.0,Wrap-around,0
SHOT,8477496,8468011,1,2,home,2,2327,84.0,4.0,Wrist Shot,1
SHOT,8477496,8468011,1,2,home,2,2328,84.0,0.0,Wrist Shot,1
SHOT,8476346,8468011,1,2,home,2,2379,53.0,-11.0,Wrist Shot,1
SHOT,8475164,8475660,2,1,away,3,2573,54.0,-12.0,Wrist Shot,1
GOAL,8475235,8475660,2,1,away,3,2585,60.0,36.0,Wrist Shot,0
SHOT,8478397,8468011,1,3,home,3,2620,40.0,21.0,Wrist Shot,0
SHOT,8479314,8468011,1,3,home,3,2651,54.0,-17.0,Wrist Shot,0
SHOT,8476483,8475660,3,1,away,3,2677,90.0,-8.0,Wrap-around,0
GOAL,8478233,8468011,1,3,home,3,2686,75.0,7.0,Backhand,0
SHOT,8473473,8468011,2,3,home,3,2694,83.0,-2.0,Tip-In,0
GOAL,8477935,8468011,2,3,home,3,2705,64.0,22.0,Wrist Shot,0
SHOT,8474641,8475660,3,3,away,3,2717,75.0,-17.0,Snap Shot,0
SHOT,8479368,8475660,3,3,away,3,2761,81.0,-3.0,Wrist Shot,0
SHOT,8478425,8475660,3,3,away,3,2768,34.0,-1.0,Wrist Shot,0
SHOT,8478396,8468011,3,3,home,3,2887,46.0,-25.0,Wrist Shot,0
SHOT,8474736,8468011,3,3,home,3,2926,62.0,15.0,Wrist Shot,0
SHOT,8475764,8475660,3,3,away,3,3029,60.0,27.0,Wrist Shot,0
SHOT,8479368,8475660,3,3,away,3,3098,45.0,0.0,Wrist Shot,0
SHOT,8476913,8475660,3,3,away,3,3117,75.0,-8.0,Wrist Shot,0
SHOT,8479314,8468011,3,3,home,3,3177,82.0,8.0,Snap Shot,0
GOAL,8479314,8468011,3,3,home,3,3179,85.0,4.0,Wrist Shot,0
GOAL,8477497,8468011,4,3,home,3,3243,79.0,-2.0,Wrist Shot,0
SHOT,8477496,8468011,5,3,home,3,3331,69.0,17.0,Wrist Shot,1
SHOT,8476346,8468011,5,3,home,3,3420,54.0,13.0,Wrist Shot,0
GOAL,8476913,8475660,3,6,away,3,3596,64.0,4.0,Tip-In,0
SHOT,8475220,8475831,0,0,away,1,25,85.0,-23.0,Backhand,0
SHOT,8476455,8471227,0,0,home,1,74,82.0,8.0,Backhand,0
SHOT,8477501,8471227,0,0,home,1,153,81.0,-7.0,Snap Shot,0
SHOT,8477492,8471227,0,0,home,1,190,59.0,20.0,Snap Shot,0
SHOT,8475220,8475831,0,0,away,1,204,41.0,-28.0,Wrist Shot,0
SHOT,8475820,8471227,0,0,home,1,232,42.0,29.0,Wrist Shot,0
SHOT,8475820,8471227,0,0,home,1,247,69.0,20.0,Wrist Shot,0
GOAL,8478420,8471227,0,0,home,1,270,58.0,-11.0,Wrist Shot,1
SHOT,8476442,8471227,1,0,home,1,294,67.0,24.0,Slap Shot,0
SHOT,8474685,8471227,1,0,home,1,356,78.0,5.0,Wrist Shot,0
GOAL,8477930,8471227,1,0,home,1,357,88.0,7.0,Wrist Shot,0
SHOT,8479398,8471227,2,0,home,1,435,46.0,-37.0,Wrist Shot,0
SHOT,8477507,8471227,2,0,home,1,527,56.0,-30.0,Slap Shot,0
SHOT,8470610,8475831,0,2,away,1,536,47.0,32.0,Slap Shot,0
SHOT,8477942,8475831,0,2,away,1,614,83.0,7.0,Tip-In,0
GOAL,8470600,8475831,0,2,away,1,617,29.0,35.0,Slap Shot,0
SHOT,8477456,8471227,2,1,home,1,639,68.0,20.0,Wrist Shot,0
SHOT,8477987,8475831,1,2,away,1,653,75.0,0.0,Backhand,0
SHOT,8477987,8475831,1,2,away,1,659,71.0,1.0,Backhand,0
SHOT,8479316,8475831,1,2,away,1,662,69.0,-21.0,Wrist Shot,0
SHOT,8477987,8475831,1,2,away,1,847,64.0,15.0,Wrist Shot,0
SHOT,8473446,8471227,2,1,home,1,864,37.0,-24.0,Wrist Shot,0
SHOT,8477444,8471227,2,1,home,1,961,72.0,-17.0,Wrist Shot,0
SHOT,8470595,8475831,1,2,away,1,981,69.0,-23.0,Wrist Shot,1
SHOT,8469459,8475831,1,2,away,1,1085,83.0,-8.0,Wrist Shot,0
SHOT,8474685,8471227,2,1,home,1,1190,58.0,27.0,Wrist Shot,-1
SHOT,8474685,8471227,2,1,home,2,1236,66.0,2.0,Snap Shot,-1
SHOT,8477501,8471227,2,1,home,2,1446,79.0,-4.0,Tip-In,1
GOAL,8470610,8475831,1,2,away,2,1711,82.0,-4.0,Deflected,1
SHOT,8474716,8475831,2,2,away,2,1741,42.0,26.0,Slap Shot,0
SHOT,8477507,8471227,2,2,home,2,1863,32.0,22.0,Wrist Shot,0
SHOT,8476463,8475831,2,2,away,2,1876,48.0,-31.0,Wrist Shot,0
SHOT,8477451,8475831,2,2,away,2,1889,63.0,40.0,Wrist Shot,0
SHOT,8479370,8471227,2,2,home,2,1900,62.0,-24.0,Wrist Shot,0
SHOT,8477451,8475831,2,2,away,2,1914,66.0,-1.0,Wrist Shot,0
SHOT,8476856,8475831,2,2,away,2,1941,30.0,15.0,Wrist Shot,0
SHOT,8470600,8475831,2,2,away,2,1962,35.0,-3.0,Slap Shot,1
SHOT,8476779,8475831,2,2,away,2,2012,40.0,33.0,Slap Shot,1
SHOT,8479398,8471227,2,2,home,2,2108,34.0,28.0,Wrist Shot,0
SHOT,8478420,8471227,2,2,home,2,2135,58.0,-30.0,Slap Shot,1
SHOT,8477492,8471227,2,2,home,2,2179,58.0,24.0,Wrist Shot,1
SHOT,8477444,8471227,2,2,home,2,2239,69.0,-24.0,Wrist Shot,0
GOAL,8476455,8471227,2,2,home,2,2334,82.0,5.0,Tip-In,0
SHOT,8478413,8475831,2,3,away,3,2485,82.0,16.0,Wrist Shot,0
SHOT,8479316,8475831,2,3,away,3,2486,83.0,-1.0,Wrist Shot,0
SHOT,8479370,8471227,3,2,home,3,2499,72.0,-6.0,Backhand,0
SHOT,8476455,8471227,3,2,home,3,2697,68.0,-17.0,Wrist Shot,1
SHOT,8479398,8471227,3,2,home,3,2918,33.0,-11.0,Wrist Shot,0
SHOT,8478413,8475831,2,3,away,3,3000,87.0,7.0,Wrist Shot,0
SHOT,8477942,8475831,2,3,away,3,3055,42.0,29.0,Wrist Shot,0
SHOT,8475220,8475831,2,3,away,3,3116,41.0,27.0,Slap Shot,0
SHOT,8477492,8471227,3,2,home,3,3130,65.0,22.0,Wrist Shot,0
SHOT,8475172,8471227,3,2,home,3,3191,35.0,-5.0,Wrist Shot,1
SHOT,8477451,8475831,2,3,away,3,3236,-60.0,-20.0,Wrist Shot,-1
SHOT,8469459,8475831,2,3,away,3,3319,76.0,34.0,Wrist Shot,0
SHOT,8478493,8475831,2,3,away,3,3396,70.0,-18.0,Wrist Shot,0
SHOT,8476856,8475831,2,3,away,3,3405,44.0,-41.0,Wrist Shot,0
SHOT,8477501,8471227,3,2,home,3,3413,66.0,-26.0,Wrist Shot,0
SHOT,8475692,8475831,2,3,away,3,3487,53.0,16.0,Backhand,0
SHOT,8476856,8475831,2,3,away,3,3536,46.0,-35.0,Wrist Shot,0
SHOT,8477942,8475831,2,3,away,3,3557,71.0,-26.0,Wrist Shot,0
SHOT,8476442,8471227,4,2,home,3,3599,75.0,-37.0,Wrist Shot,0
SHOT,8475171,8480925,0,0,away,1,26,35.0,34.0,Wrist Shot,0
SHOT,8479343,8480925,0,0,away,1,62,52.0,-21.0,Wrist Shot,1
SHOT,8480849,8480925,0,0,away,1,82,73.0,25.0,Wrist Shot,1
SHOT,8479343,8480925,0,0,away,1,84,83.0,0.0,Wrist Shot,1
SHOT,8477507,8477293,0,0,home,1,93,68.0,-29.0,Wrist Shot,-1
SHOT,8474685,8477293,0,0,home,1,125,66.0,16.0,Wrist Shot,-1
SHOT,8477444,8477293,0,0,home,1,233,81.0,6.0,Wrist Shot,0
SHOT,8474717,8477293,0,0,home,1,247,36.0,17.0,Slap Shot,0
SHOT,8478474,8480925,0,0,away,1,459,59.0,28.0,Snap Shot,0
SHOT,8479345,8480925,0,0,away,1,475,69.0,18.0,Snap Shot,0
SHOT,8475171,8480925,0,0,away,1,501,30.0,24.0,Wrist Shot,0
SHOT,8476994,8480925,0,0,away,1,534,74.0,-15.0,Wrist Shot,0
SHOT,8477501,8477293,0,0,home,1,672,49.0,-32.0,Snap Shot,0
SHOT,8478420,8477293,0,0,home,1,757,60.0,-24.0,Slap Shot,0
SHOT,8476455,8477293,0,0,home,1,789,33.0,-12.0,Slap Shot,0
SHOT,8471262,8480925,0,0,away,1,846,64.0,0.0,Snap Shot,0
SHOT,8475172,8477293,0,0,home,1,906,62.0,-20.0,Snap Shot,0
SHOT,8478856,8480925,0,0,away,1,923,65.0,-30.0,Wrist Shot,0
SHOT,8476994,8480925,0,0,away,1,949,76.0,24.0,Wrist Shot,0
SHOT,8475172,8477293,0,0,home,1,1090,83.0,8.0,Snap Shot,0
SHOT,8473546,8480925,0,0,away,1,1117,75.0,-38.0,Backhand,0
SHOT,8476455,8477293,0,0,home,1,1147,39.0,1.0,Slap Shot,0
SHOT,8478420,8477293,0,0,home,2,1290,64.0,-22.0,Wrist Shot,1
SHOT,8473548,8480925,0,0,away,2,1403,63.0,-22.0,Wrist Shot,0
SHOT,8480849,8480925,0,0,away,2,1468,60.0,20.0,Slap Shot,1
SHOT,8473446,8477293,0,0,home,2,1480,-78.0,-26.0,Wrist Shot,-1
SHOT,8478420,8477293,0,0,home,2,1589,83.0,-6.0,Snap Shot,0
SHOT,8473546,8480925,0,0,away,2,1614,10.0,7.0,Backhand,0
SHOT,8473446,8477293,0,0,home,2,1655,46.0,-15.0,Slap Shot,0
SHOT,8476442,8477293,0,0,home,2,1656,62.0,3.0,Wrist Shot,0
SHOT,8479345,8480925,0,0,away,2,1707,61.0,-34.0,Wrist Shot,0
SHOT,8478856,8480925,0,0,away,2,1757,65.0,21.0,Slap Shot,0
SHOT,8471274,8480925,0,0,away,2,1806,75.0,-37.0,Wrist Shot,0
SHOT,8474685,8477293,0,0,home,2,1910,78.0,14.0,Wrist Shot,0
SHOT,8477951,8480925,0,0,away,2,2162,57.0,34.0,Snap Shot,0
SHOT,8477851,8480925,0,0,away,2,2218,47.0,26.0,Wrist Shot,0
SHOT,8477851,8480925,0,0,away,2,2230,37.0,24.0,Slap Shot,0
SHOT,8479345,8480925,0,0,away,2,2325,85.0,-25.0,Wrist Shot,0
SHOT,8477492,8477293,0,0,home,2,2374,82.0,-11.0,Backhand,0
SHOT,8476994,8480925,0,0,away,3,2503,77.0,-5.0,Wrist Shot,0
SHOT,8473548,8480925,0,0,away,3,2561,63.0,24.0,Wrist Shot,1
SHOT,8477951,8480925,0,0,away,3,2579,68.0,24.0,Wrist Shot,1
SHOT,8479345,8480925,0,0,away,3,2602,59.0,-17.0,Wrist Shot,1
SHOT,8477851,8480925,0,0,away,3,2619,0.0,13.0,Wrist Shot,1
SHOT,8480069,8477293,0,0,home,3,2816,27.0,1.0,Wrist Shot,1
GOAL,8475172,8477293,0,0,home,3,2817,77.0,-11.0,Wrist Shot,1
SHOT,8477444,8477293,1,0,home,3,2908,56.0,-22.0,Wrist Shot,0
SHOT,8477444,8477293,1,0,home,3,2913,61.0,-18.0,Wrist Shot,0
GOAL,8479370,8477293,1,0,home,3,2926,79.0,-4.0,Wrist Shot,0
SHOT,8477507,8477293,2,0,home,3,2942,8.0,-39.0,Wrist Shot,0
SHOT,8477492,8477293,2,0,home,3,2942,58.0,4.0,Backhand,0
SHOT,8480069,8477293,2,0,home,3,2948,67.0,32.0,Wrist Shot,0
GOAL,8473546,8480925,0,2,away,3,2967,65.0,-24.0,Wrist Shot,0
SHOT,8471262,8480925,1,2,away,3,3102,51.0,42.0,Wrist Shot,0
SHOT,8470755,8480925,1,2,away,3,3150,81.0,4.0,Tip-In,0
SHOT,8470755,8480925,1,2,away,3,3151,79.0,7.0,Wrist Shot,0
SHOT,8477989,8480925,1,2,away,3,3189,57.0,-41.0,Wrist Shot,0
GOAL,8477951,8480925,1,2,away,3,3363,75.0,5.0,Wrist Shot,0
SHOT,8477435,8477293,2,2,home,3,3392,77.0,-20.0,Wrist Shot,0
SHOT,8473446,8477293,2,2,home,3,3519,48.0,36.0,Wrist Shot,0
SHOT,8473548,8480925,2,2,away,3,3544,71.0,-35.0,Wrist Shot,0
SHOT,8475171,8480925,2,2,away,3,3553,31.0,11.0,Wrist Shot,0
SHOT,8475171,8480925,2,2,away,4,3618,50.0,-16.0,Slap Shot,0
SHOT,8476455,8477293,2,2,home,4,3656,63.0,-30.0,Tip-In,0
SHOT,8480069,8477293,2,2,home,4,3687,72.0,4.0,Backhand,0
SHOT,8478420,8477293,2,2,home,4,3689,81.0,6.0,Wrist Shot,0
SHOT,8477492,8477293,2,2,home,4,3728,64.0,-5.0,Wrist Shot,0
GOAL,8477444,8477293,2,2,home,4,3809,84.0,10.0,Wrist Shot,0
SHOT,8477930,8470594,0,0,away,1,13,47.0,-30.0,Wrist Shot,0
GOAL,8477930,8470594,0,0,away,1,28,64.0,8.0,Snap Shot,0
SHOT,8480069,8470594,1,0,away,1,43,68.0,-11.0,Snap Shot,0
SHOT,8474013,8470594,1,0,away,1,60,35.0,30.0,Slap Shot,0
SHOT,8479370,8470594,1,0,away,1,82,41.0,-28.0,Wrist Shot,0
SHOT,8474685,8470594,1,0,away,1,154,49.0,30.0,Snap Shot,0
SHOT,8474013,8470594,1,0,away,1,310,34.0,29.0,Slap Shot,0
SHOT,8476987,8475831,0,1,home,1,484,44.0,33.0,Wrist Shot,0
SHOT,8475172,8470594,1,0,away,1,532,70.0,3.0,Wrist Shot,0
SHOT,8477444,8470594,1,0,away,1,551,58.0,-21.0,Wrist Shot,0
SHOT,8474207,8475831,0,1,home,1,672,38.0,21.0,Slap Shot,0
SHOT,8474157,8475831,0,1,home,1,805,62.0,-20.0,Wrist Shot,0
SHOT,8474157,8475831,0,1,home,1,829,76.0,0.0,Backhand,0
SHOT,8477501,8470594,1,0,away,1,852,71.0,6.0,Tip-In,0
SHOT,8477492,8470594,1,0,away,1,936,63.0,-22.0,Snap Shot,0
SHOT,8476455,8470594,1,0,away,1,942,78.0,-3.0,Wrist Shot,0
SHOT,8477447,8475831,0,1,home,1,987,68.0,-31.0,Wrist Shot,0
SHOT,8479370,8470594,1,0,away,1,1100,81.0,33.0,Wrist Shot,0
GOAL,8476448,8475831,0,1,home,1,1110,54.0,12.0,Snap Shot,0
GOAL,8475172,8470594,1,1,away,1,1153,40.0,22.0,Wrist Shot,0
SHOT,8477507,8470594,2,1,away,1,1187,-35.0,39.0,Wrist Shot,0
SHOT,8474685,8470594,2,1,away,2,1233,89.0,-19.0,Backhand,0
SHOT,8476448,8475831,1,2,home,2,1262,47.0,24.0,Snap Shot,0
SHOT,8474157,8475831,1,2,home,2,1292,65.0,-16.0,Snap Shot,0
SHOT,8473446,8470594,2,1,away,2,1366,35.0,2.0,Slap Shot,0
SHOT,8476442,8470594,2,1,away,2,1391,73.0,-24.0,Snap Shot,0
SHOT,8477501,8470594,2,1,away,2,1411,56.0,19.0,Wrist Shot,0
SHOT,8477930,8470594,2,1,away,2,1417,51.0,-23.0,Wrist Shot,0
SHOT,8474013,8470594,2,1,away,2,1424,36.0,-25.0,Snap Shot,0
SHOT,8476455,8470594,2,1,away,2,1465,32.0,-29.0,Wrist Shot,0
SHOT,8476448,8475831,1,2,home,2,1479,69.0,10.0,Snap Shot,0
SHOT,8477447,8475831,1,2,home,2,1485,39.0,-25.0,Slap Shot,0
SHOT,8477478,8475831,1,2,home,2,1519,89.0,19.0,Backhand,0
SHOT,8477931,8475831,1,2,home,2,1520,87.0,7.0,Wrist Shot,0
SHOT,8471817,8475831,1,2,home,2,1523,38.0,-19.0,Slap Shot,0
GOAL,8480069,8470594,2,1,away,2,1675,70.0,9.0,Snap Shot,0
SHOT,8477444,8470594,3,1,away,2,1693,73.0,14.0,Wrist Shot,0
GOAL,8475172,8470594,3,1,away,2,1811,46.0,-1.0,Wrist Shot,1
SHOT,8477930,8470594,4,1,away,2,1873,71.0,-4.0,Tip-In,0
SHOT,8477492,8476343,4,1,away,2,1981,79.0,22.0,Snap Shot,1
SHOT,8475172,8476343,4,1,away,2,2020,68.0,-21.0,Wrist Shot,1
SHOT,8477492,8476343,4,1,away,2,2053,71.0,21.0,Snap Shot,1
SHOT,8477507,8476343,4,1,away,2,2096,37.0,-27.0,Wrist Shot,0
SHOT,8476455,8476343,4,1,away,2,2101,90.0,-8.0,Wrist Shot,0
SHOT,8477507,8476343,4,1,away,2,2106,34.0,-21.0,Slap Shot,0
SHOT,8475913,8475831,1,4,home,2,2116,79.0,4.0,Tip-In,0
GOAL,8474685,8476343,4,1,away,2,2150,65.0,19.0,Wrist Shot,0
SHOT,8475820,8476343,5,1,away,2,2169,63.0,-13.0,Wrist Shot,0
SHOT,8474207,8475831,1,5,home,2,2396,67.0,-28.0,Wrist Shot,0
