play,shooter,goalie,shooterTeamScore,goalieTeamScore,shooterHomeAway,period,time,x,y,shotType,manAdvantageDiff
SHOT,8475268,8471239,0,0,away,1,29,48.0,-22.0,Snap Shot,0
SHOT,8478401,8476316,0,0,home,1,105,86.0,-6.0,Snap Shot,-1
SHOT,8473618,8471239,0,0,away,1,251,66.0,11.0,Wrist Shot,0
SHOT,8478891,8471239,0,0,away,1,254,54.0,4.0,Wrist Shot,0
SHOT,8477425,8476316,0,0,home,1,391,52.0,36.0,Snap Shot,0
SHOT,8475791,8476316,0,0,home,1,491,63.0,18.0,Wrist Shot,1
SHOT,8480002,8476316,0,0,home,1,500,64.0,4.0,Wrist Shot,1
SHOT,8477038,8476316,0,0,home,1,526,59.0,25.0,Slap Shot,1
SHOT,8479407,8476316,0,0,home,1,716,53.0,-16.0,Snap Shot,0
SHOT,8478398,8471239,0,0,away,1,869,78.0,25.0,Snap Shot,0
GOAL,8477038,8476316,0,0,home,1,1080,78.0,1.0,Snap Shot,0
SHOT,8474190,8476316,1,0,home,2,1302,87.0,-6.0,Backhand,0
GOAL,8476399,8476316,1,0,home,2,1302,71.0,-3.0,Snap Shot,0
SHOT,8477425,8476316,2,0,home,2,1404,53.0,-35.0,Wrist Shot,0
SHOT,8476923,8476316,2,0,home,2,1406,64.0,36.0,Slap Shot,0
SHOT,8477355,8476316,2,0,home,2,1500,33.0,-34.0,Slap Shot,0
SHOT,8479339,8471239,0,2,away,2,1536,49.0,22.0,Slap Shot,0
SHOT,8477425,8476316,2,0,home,2,1568,81.0,-24.0,Snap Shot,0
SHOT,8478891,8471239,0,2,away,2,1614,35.0,-37.0,Wrist Shot,0
SHOT,8477940,8471239,0,2,away,2,1678,55.0,-25.0,Snap Shot,0
SHOT,8477038,8476316,2,0,home,2,1712,56.0,20.0,Snap Shot,0
SHOT,8475268,8471239,0,2,away,2,1790,56.0,11.0,Snap Shot,0
SHOT,8471218,8471239,0,2,away,2,1818,44.0,37.0,Snap Shot,0
SHOT,8477425,8476316,2,0,home,2,1851,84.0,0.0,Wrist Shot,0
SHOT,8471218,8471239,0,2,away,2,1854,57.0,5.0,Wrist Shot,0
SHOT,8478398,8471239,0,2,away,2,1869,42.0,-11.0,Snap Shot,0
GOAL,8475222,8476316,2,0,home,2,1954,32.0,18.0,Slap Shot,0
SHOT,8476392,8471239,0,3,away,2,1962,31.0,2.0,Snap Shot,0
SHOT,8477359,8471239,0,3,away,2,1966,33.0,-35.0,Snap Shot,0
SHOT,8471218,8471239,0,3,away,2,2023,63.0,20.0,Wrist Shot,0
GOAL,8476399,8476316,3,0,home,2,2032,74.0,-10.0,Wrist Shot,0
SHOT,8481559,8476316,4,0,home,2,2049,80.0,1.0,Tip-In,0
SHOT,8477504,8471239,0,4,away,2,2117,73.0,13.0,Snap Shot,0
SHOT,8473914,8471239,0,4,away,2,2124,78.0,32.0,Wrist Shot,0
SHOT,8476399,8476316,4,0,home,2,2139,70.0,-14.0,Wrist Shot,0
SHOT,8475222,8476316,4,0,home,2,2151,36.0,-17.0,Slap Shot,0
SHOT,8477509,8476316,4,0,home,2,2219,32.0,-15.0,Slap Shot,0
SHOT,8475151,8476316,4,0,home,2,2227,54.0,23.0,Slap Shot,1
SHOT,8475791,8476316,4,0,home,2,2235,61.0,-29.0,Wrist Shot,1
SHOT,8475791,8476316,4,0,home,2,2269,58.0,-19.0,Wrist Shot,1
SHOT,8475791,8476316,4,0,home,2,2306,72.0,-17.0,Wrist Shot,1
SHOT,8474056,8476316,4,0,home,2,2316,52.0,-6.0,Wrist Shot,1
SHOT,8477940,8471239,0,4,away,2,2360,31.0,7.0,Wrist Shot,0
GOAL,8475179,8471239,0,4,away,2,2389,34.0,12.0,Slap Shot,0
SHOT,8479339,8471239,1,4,away,2,2399,38.0,-22.0,Snap Shot,0
SHOT,8475791,8476316,4,1,home,3,2424,69.0,2.0,Tip-In,0
SHOT,8474190,8476316,4,1,home,3,2430,82.0,-7.0,Snap Shot,0
SHOT,8474056,8476316,4,1,home,3,2454,3.0,28.0,Snap Shot,0
SHOT,8476399,8476316,4,1,home,3,2478,85.0,-15.0,Backhand,0
SHOT,8480145,8471239,1,4,away,3,2558,37.0,21.0,Snap Shot,0
GOAL,8478458,8471239,1,4,away,3,2561,71.0,-18.0,Wrist Shot,0
SHOT,8475151,8476316,4,2,home,3,2721,79.0,15.0,Wrist Shot,0
SHOT,8477509,8476316,4,2,home,3,2742,32.0,3.0,Slap Shot,0
SHOT,8475868,8478406,2,4,away,3,2747,29.0,-37.0,Slap Shot,0
SHOT,8480002,8476316,4,2,home,3,2823,79.0,-2.0,Tip-In,0
GOAL,8473618,8478406,2,4,away,3,2837,60.0,-2.0,Wrist Shot,0
SHOT,8478891,8478406,3,4,away,3,2873,57.0,-13.0,Snap Shot,0
SHOT,8477038,8476316,4,3,home,3,2885,56.0,-11.0,Snap Shot,0
SHOT,8475868,8478406,3,4,away,3,3020,39.0,-35.0,Wrist Shot,0
SHOT,8481572,8478406,3,4,away,3,3073,35.0,-31.0,Snap Shot,0
GOAL,8480145,8478406,3,4,away,3,3155,49.0,5.0,Wrist Shot,0
SHOT,8477355,8476316,4,4,home,3,3224,44.0,30.0,Wrist Shot,0
SHOT,8474056,8476316,4,4,home,3,3243,32.0,-35.0,Slap Shot,0
SHOT,8475791,8476316,4,4,home,3,3460,61.0,25.0,Wrist Shot,0
SHOT,8478401,8476316,4,4,home,3,3503,66.0,22.0,Snap Shot,0
SHOT,8478398,8478406,4,4,away,4,3669,76.0,-12.0,Snap Shot,0
SHOT,8479339,8478406,4,4,away,4,3702,52.0,-9.0,Snap Shot,0
SHOT,8477504,8478406,4,4,away,4,3795,78.0,-5.0,Backhand,0
SHOT,8477355,8476316,4,4,home,4,3893,59.0,-28.0,Snap Shot,0
SHOT,8471743,8478406,0,0,home,1,75,87.0,-5.0,Wrist Shot,0
SHOT,8475784,8478406,0,0,home,1,103,71.0,-18.0,Snap Shot,1
SHOT,8475784,8478406,0,0,home,1,114,72.0,13.0,Wrist Shot,1
SHOT,8475784,8478406,0,0,home,1,147,67.0,-8.0,Tip-In,1
GOAL,8478109,8478406,0,0,home,1,176,66.0,12.0,Wrist Shot,1
SHOT,8475791,8475622,0,1,away,1,299,66.0,-26.0,Wrist Shot,0
SHOT,8476931,8478406,1,0,home,1,385,40.0,41.0,Snap Shot,0
SHOT,8480003,8475622,0,1,away,1,411,60.0,3.0,Wrist Shot,0
SHOT,8477038,8475622,0,1,away,1,413,80.0,6.0,Backhand,0
SHOT,8475728,8478406,1,0,home,1,428,53.0,-11.0,Wrist Shot,0
SHOT,8474618,8478406,1,0,home,1,434,30.0,38.0,Wrist Shot,0
SHOT,8477425,8475622,0,1,away,1,436,-49.0,25.0,Wrist Shot,0
SHOT,8475728,8478406,1,0,home,1,451,77.0,-31.0,Wrist Shot,0
SHOT,8477499,8478406,1,0,home,1,466,88.0,10.0,Wrist Shot,0
SHOT,8477933,8478406,1,0,home,1,513,53.0,0.0,Wrist Shot,0
SHOT,8476931,8478406,1,0,home,1,829,44.0,32.0,Snap Shot,0
SHOT,8475784,8478406,1,0,home,1,831,37.0,34.0,Wrist Shot,0
SHOT,8478109,8478406,1,0,home,1,1041,55.0,-21.0,Slap Shot,1
GOAL,8478403,8478406,1,0,home,1,1046,78.0,-1.0,Wrist Shot,1
GOAL,8475151,8475622,0,2,away,2,1237,66.0,-14.0,Wrist Shot,0
SHOT,8473449,8478406,2,1,home,2,1312,66.0,-1.0,Wrist Shot,0
SHOT,8476525,8478406,2,1,home,2,1350,52.0,22.0,Snap Shot,0
GOAL,8473449,8478406,2,1,home,2,1369,78.0,5.0,Tip-In,0
SHOT,8474618,8478406,3,1,home,2,1384,38.0,-39.0,Wrist Shot,0
SHOT,8474190,8475622,1,3,away,2,1587,86.0,-6.0,Tip-In,1
SHOT,8475791,8475622,1,3,away,2,1593,77.0,17.0,Wrist Shot,1
SHOT,8475151,8475622,1,3,away,2,1602,74.0,2.0,Backhand,1
SHOT,8475151,8475622,1,3,away,2,1607,70.0,1.0,Tip-In,1
SHOT,8478403,8478406,3,1,home,2,1675,72.0,-1.0,Wrist Shot,0
GOAL,8475784,8478406,3,1,home,2,1737,73.0,-14.0,Snap Shot,0
SHOT,8475728,8478406,4,1,home,2,1800,63.0,9.0,Deflected,0
SHOT,8480002,8475622,1,4,away,2,1905,62.0,24.0,Snap Shot,0
GOAL,8478109,8478406,4,1,home,2,2013,75.0,19.0,Wrist Shot,1
SHOT,8477499,8478406,5,1,home,2,2148,42.0,-3.0,Slap Shot,1
SHOT,8479999,8478406,5,1,home,2,2173,81.0,6.0,Wrist Shot,1
SHOT,8481559,8475622,1,5,away,2,2247,80.0,18.0,Wrist Shot,0
SHOT,8477499,8478406,5,1,home,2,2343,54.0,31.0,Wrist Shot,0
SHOT,8477038,8475622,1,5,away,2,2363,64.0,-21.0,Slap Shot,0
SHOT,8479999,8478406,5,1,home,2,2390,83.0,-2.0,Wrist Shot,0
GOAL,8471233,8475622,1,5,away,3,2458,69.0,-12.0,Wrist Shot,0
SHOT,8478403,8478406,5,2,home,3,2627,33.0,23.0,Wrist Shot,0
GOAL,8477933,8478406,5,2,home,3,2636,61.0,-20.0,Wrist Shot,0
SHOT,8474056,8475622,2,6,away,3,2701,38.0,37.0,Wrist Shot,0
SHOT,8479999,8478406,6,2,home,3,2733,64.0,27.0,Slap Shot,0
SHOT,8476878,8478406,6,2,home,3,2799,60.0,21.0,Wrist Shot,0
SHOT,8475791,8475622,2,6,away,3,2809,31.0,6.0,Wrist Shot,0
SHOT,8480002,8475622,2,6,away,3,2821,67.0,0.0,Wrist Shot,0
SHOT,8476399,8475622,2,6,away,3,2896,77.0,-2.0,Snap Shot,0
SHOT,8471743,8478406,6,2,home,3,2925,82.0,5.0,Tip-In,0
SHOT,8471743,8478406,6,2,home,3,3105,62.0,-36.0,Wrist Shot,0
SHOT,8481559,8475622,2,6,away,3,3289,73.0,21.0,Slap Shot,1
SHOT,8478109,8478406,6,2,home,3,3299,59.0,1.0,Slap Shot,0
GOAL,8477933,8478406,6,2,home,3,3376,79.0,3.0,Backhand,0
SHOT,8476399,8475622,2,7,away,3,3388,82.0,2.0,Wrist Shot,0
SHOT,8475784,8478406,7,2,home,3,3404,74.0,-11.0,Backhand,0
SHOT,8472382,8475622,2,7,away,3,3536,5.0,-32.0,Wrist Shot,0
SHOT,8477355,8479394,0,0,away,1,258,70.0,17.0,Wrist Shot,0
SHOT,8476399,8479394,0,0,away,1,317,83.0,-7.0,Backhand,0
SHOT,8479382,8471239,0,0,home,1,354,20.0,-39.0,Wrist Shot,0
SHOT,8478067,8471239,0,0,home,1,426,56.0,0.0,Snap Shot,0
SHOT,8476461,8471239,0,0,home,1,427,73.0,6.0,Wrist Shot,0
SHOT,8476461,8471239,0,0,home,1,428,92.0,10.0,Wrist Shot,0
SHOT,8475151,8479394,0,0,away,1,525,33.0,36.0,Wrist Shot,0
SHOT,8474161,8471239,0,0,home,1,573,56.0,-35.0,Slap Shot,1
SHOT,8472382,8479394,0,0,away,1,586,-73.0,36.0,Wrist Shot,-1
SHOT,8475222,8479394,0,0,away,1,625,-97.0,-18.0,Backhand,-1
SHOT,8477948,8471239,0,0,home,1,752,81.0,-2.0,Backhand,0
SHOT,8474190,8479394,0,0,away,1,869,59.0,-15.0,Snap Shot,0
SHOT,8479291,8479394,0,0,away,1,1014,90.0,-24.0,Snap Shot,0
SHOT,8475791,8479394,0,0,away,1,1089,81.0,5.0,Deflected,0
SHOT,8475151,8479394,0,0,away,1,1106,50.0,14.0,Snap Shot,0
SHOT,8476923,8479394,0,0,away,1,1182,1.0,-41.0,Wrist Shot,0
SHOT,8473512,8471239,0,0,home,2,1209,28.0,10.0,Wrist Shot,0
SHOT,8475791,8479394,0,0,away,2,1309,60.0,-37.0,Snap Shot,0
SHOT,8479358,8471239,0,0,home,2,1339,58.0,-28.0,Snap Shot,0
SHOT,8474037,8471239,0,0,home,2,1496,58.0,-15.0,Snap Shot,0
SHOT,8474161,8471239,0,0,home,2,1561,75.0,-3.0,Tip-In,0
SHOT,8474190,8479394,0,0,away,2,1592,85.0,-9.0,Snap Shot,0
SHOT,8476923,8479394,0,0,away,2,1666,51.0,24.0,Slap Shot,0
SHOT,8478067,8471239,0,0,home,2,1677,47.0,21.0,Snap Shot,0
SHOT,8476906,8471239,0,0,home,2,1703,26.0,1.0,Slap Shot,1
SHOT,8474161,8471239,0,0,home,2,1733,84.0,24.0,Snap Shot,1
GOAL,8478500,8471239,0,0,home,2,1792,49.0,31.0,Slap Shot,1
SHOT,8477948,8471239,1,0,home,2,1817,69.0,12.0,Wrist Shot,0
SHOT,8474027,8471239,1,0,home,2,1855,29.0,-37.0,Wrist Shot,0
SHOT,8476461,8471239,1,0,home,2,1867,72.0,1.0,Deflected,0
SHOT,8476461,8471239,1,0,home,2,1868,76.0,-1.0,Wrist Shot,0
SHOT,8475763,8471239,1,0,home,2,2051,83.0,-3.0,Snap Shot,-1
SHOT,8475763,8471239,1,0,home,2,2163,86.0,-33.0,Snap Shot,0
SHOT,8473512,8471239,1,0,home,2,2231,77.0,1.0,Tip-In,0
SHOT,8475791,8479394,0,1,away,2,2279,76.0,27.0,Snap Shot,2
SHOT,8477038,8479394,0,1,away,2,2320,70.0,-16.0,Slap Shot,2
SHOT,8474190,8479394,0,1,away,2,2337,86.0,-12.0,Wrist Shot,2
SHOT,8475151,8479394,0,1,away,2,2373,83.0,1.0,Snap Shot,0
SHOT,8474056,8479394,0,1,away,3,2407,-56.0,-12.0,Wrist Shot,0
SHOT,8475151,8479394,0,1,away,3,2412,58.0,16.0,Snap Shot,0
SHOT,8474037,8471239,1,0,home,3,2427,86.0,8.0,Tip-In,1
SHOT,8474037,8471239,1,0,home,3,2429,84.0,4.0,Snap Shot,1
GOAL,8475763,8471239,1,0,home,3,2433,73.0,27.0,Snap Shot,1
SHOT,8478500,8471239,2,0,home,3,2454,78.0,-21.0,Wrist Shot,0
GOAL,8476461,8471239,2,0,home,3,2457,77.0,1.0,Backhand,0
SHOT,8475752,8471239,3,0,home,3,2550,56.0,23.0,Snap Shot,0
SHOT,8474056,8479394,0,3,away,3,2613,29.0,-38.0,Wrist Shot,0
SHOT,8474027,8471239,3,0,home,3,2643,53.0,-28.0,Wrist Shot,0
SHOT,8473512,8471239,3,0,home,3,2732,69.0,24.0,Wrist Shot,1
SHOT,8476461,8471239,3,0,home,3,2842,69.0,28.0,Snap Shot,0
SHOT,8476872,8471239,3,0,home,3,2888,41.0,-6.0,Snap Shot,0
SHOT,8476941,8479394,0,3,away,3,3039,36.0,-35.0,Slap Shot,0
GOAL,8478439,8471239,3,0,home,3,3106,80.0,2.0,Wrist Shot,0
SHOT,8478439,8471239,4,0,home,3,3119,70.0,2.0,Wrist Shot,0
SHOT,8475791,8479394,0,4,away,3,3164,11.0,25.0,Slap Shot,0
SHOT,8477425,8479394,0,4,away,3,3211,88.0,-10.0,Backhand,0
SHOT,8475791,8479394,0,4,away,3,3459,55.0,21.0,Snap Shot,1
SHOT,8476872,8471239,4,0,home,3,3512,35.0,-13.0,Wrist Shot,-1
SHOT,8475151,8479394,0,4,away,3,3589,85.0,25.0,Snap Shot,0
SHOT,8480002,8475156,0,0,home,1,126,69.0,-24.0,Slap Shot,1
SHOT,8477038,8475156,0,0,home,1,128,73.0,-11.0,Snap Shot,1
SHOT,8476399,8475156,0,0,home,1,170,89.0,-2.0,Wrap-around,0
SHOT,8478402,8478406,0,0,away,1,350,80.0,-13.0,Snap Shot,0
SHOT,8480940,8478406,0,0,away,1,355,35.0,20.0,Snap Shot,0
GOAL,8475151,8475156,0,0,home,1,374,69.0,-15.0,Wrist Shot,0
SHOT,8477934,8478406,0,1,away,1,446,68.0,24.0,Wrist Shot,0
GOAL,8477934,8478406,0,1,away,1,557,79.0,-12.0,Snap Shot,0
SHOT,8481559,8475156,1,1,home,1,620,54.0,11.0,Snap Shot,0
SHOT,8475772,8478406,1,1,away,1,856,80.0,-22.0,Snap Shot,0
SHOT,8475791,8475156,1,1,home,1,1063,73.0,20.0,Snap Shot,0
SHOT,8476399,8475156,1,1,home,1,1199,31.0,36.0,Snap Shot,0
SHOT,8475178,8478406,1,1,away,2,1252,85.0,-20.0,Wrist Shot,0
SHOT,8477425,8475156,1,1,home,2,1303,45.0,-38.0,Snap Shot,0
SHOT,8477425,8475156,1,1,home,2,1477,63.0,19.0,Snap Shot,0
SHOT,8477425,8475156,1,1,home,2,1479,73.0,6.0,Snap Shot,0
SHOT,8476941,8475156,1,1,home,2,1614,67.0,33.0,Wrist Shot,0
SHOT,8477934,8478406,1,1,away,2,1700,64.0,-19.0,Snap Shot,1
SHOT,8476440,8478406,1,1,away,2,1757,68.0,3.0,Wrist Shot,0
SHOT,8474190,8475156,1,1,home,2,1829,78.0,-23.0,Snap Shot,0
SHOT,8478451,8478406,1,1,away,2,1860,33.0,-5.0,Slap Shot,0
SHOT,8476472,8478406,1,1,away,2,1950,53.0,-33.0,Snap Shot,0
SHOT,8477425,8475156,1,1,home,2,1969,29.0,25.0,Deflected,0
SHOT,8476915,8478406,1,1,away,2,1992,74.0,12.0,Snap Shot,0
SHOT,8478401,8475156,1,1,home,2,2029,57.0,-2.0,Snap Shot,0
SHOT,8474190,8475156,1,1,home,2,2030,76.0,2.0,Snap Shot,0
GOAL,8477038,8475156,1,1,home,2,2052,48.0,21.0,Slap Shot,0
SHOT,8477425,8475156,2,1,home,2,2095,90.0,4.0,Snap Shot,0
SHOT,8480940,8478406,1,2,away,2,2103,35.0,-21.0,Snap Shot,0
SHOT,8478451,8478406,1,2,away,2,2254,-72.0,-39.0,Wrist Shot,-1
SHOT,8481559,8475156,2,1,home,2,2265,64.0,19.0,Snap Shot,0
SHOT,8474056,8475156,2,1,home,2,2279,29.0,31.0,Snap Shot,0
SHOT,8477934,8478406,1,2,away,2,2301,60.0,9.0,Snap Shot,1
SHOT,8478402,8478406,1,2,away,2,2363,68.0,18.0,Snap Shot,1
GOAL,8471707,8478406,1,2,away,2,2372,82.0,1.0,Tip-In,1
SHOT,8474190,8475156,2,2,home,3,2489,39.0,-16.0,Snap Shot,0
SHOT,8480002,8475156,2,2,home,3,2524,55.0,2.0,Slap Shot,0
SHOT,8481559,8475156,2,2,home,3,2593,82.0,10.0,Snap Shot,0
SHOT,8475772,8478406,2,2,away,3,2671,58.0,34.0,Snap Shot,0
SHOT,8480940,8478406,2,2,away,3,2754,67.0,40.0,Snap Shot,0
SHOT,8480002,8475156,2,2,home,3,2968,73.0,11.0,Slap Shot,0
SHOT,8477038,8475156,2,2,home,3,3081,51.0,-18.0,Snap Shot,0
SHOT,8477355,8475156,2,2,home,3,3213,26.0,25.0,Slap Shot,0
SHOT,8474190,8475156,2,2,home,3,3282,76.0,-11.0,Snap Shot,0
GOAL,8476923,8475156,2,2,home,3,3335,77.0,20.0,Wrist Shot,0
SHOT,8475222,8475156,3,2,home,3,3364,30.0,-34.0,Snap Shot,0
SHOT,8476472,8478406,2,3,away,3,3532,33.0,-11.0,Snap Shot,1
GOAL,8478402,8478406,2,3,away,3,3534,87.0,2.0,Wrist Shot,1
SHOT,8476472,8478406,3,3,away,4,3658,52.0,14.0,Snap Shot,0
SHOT,8477934,8478406,3,3,away,4,3664,79.0,-2.0,Wrist Shot,0
SHOT,8478401,8475156,3,3,home,4,3740,80.0,-20.0,Snap Shot,0
SHOT,8475791,8475156,3,3,home,4,3784,80.0,-6.0,Wrist Shot,0
SHOT,8481559,8475156,3,3,home,4,3856,74.0,-9.0,Backhand,0
SHOT,8477956,8471239,0,0,home,1,17,83.0,-18.0,Wrist Shot,0
SHOT,8471233,8471695,0,0,away,1,104,79.0,-13.0,Deflected,0
GOAL,8473419,8471239,0,0,home,1,213,39.0,-10.0,Wrist Shot,0
SHOT,8478498,8471239,1,0,home,1,285,82.0,-3.0,Backhand,0
SHOT,8471276,8471239,1,0,home,1,287,80.0,-1.0,Backhand,0
SHOT,8478443,8471239,1,0,home,1,292,71.0,-29.0,Wrist Shot,0
SHOT,8476891,8471239,1,0,home,1,436,72.0,30.0,Wrist Shot,0
SHOT,8477425,8471695,0,1,away,1,443,54.0,35.0,Snap Shot,0
SHOT,8477509,8471695,0,1,away,1,456,42.0,-25.0,Snap Shot,0
SHOT,8476399,8471695,0,1,away,1,458,81.0,-4.0,Backhand,0
SHOT,8480901,8471239,1,0,home,1,477,76.0,-27.0,Wrist Shot,0
SHOT,8474190,8471695,0,1,away,1,484,56.0,5.0,Wrist Shot,0
SHOT,8481559,8471695,0,1,away,1,490,58.0,5.0,Wrist Shot,0
SHOT,8479325,8471239,1,0,home,1,539,28.0,37.0,Wrist Shot,0
SHOT,8476439,8471239,1,0,home,1,546,54.0,-33.0,Wrist Shot,0
SHOT,8480002,8471695,0,1,away,1,597,74.0,-18.0,Snap Shot,0
GOAL,8475807,8471239,1,0,home,1,682,79.0,-1.0,Snap Shot,0
SHOT,8481559,8471695,0,2,away,1,714,37.0,27.0,Backhand,0
SHOT,8465009,8471239,2,0,home,1,766,28.0,30.0,Snap Shot,0
SHOT,8476792,8471239,2,0,home,1,885,36.0,33.0,Slap Shot,0
SHOT,8476792,8471239,2,0,home,1,904,81.0,34.0,Snap Shot,0
SHOT,8473419,8471239,2,0,home,1,947,89.0,-4.0,Wrist Shot,-1
SHOT,8477038,8471695,0,2,away,1,1032,72.0,-1.0,Wrist Shot,1
SHOT,8473419,8471239,2,0,home,1,1052,83.0,2.0,Wrist Shot,0
SHOT,8475791,8471695,0,2,away,1,1171,88.0,-5.0,Backhand,0
SHOT,8477956,8471239,2,0,home,2,1229,55.0,9.0,Snap Shot,1
SHOT,8478498,8471239,2,0,home,2,1239,83.0,-5.0,Deflected,1
SHOT,8478443,8471239,2,0,home,2,1458,34.0,3.0,Slap Shot,0
SHOT,8476399,8471695,0,2,away,2,1489,39.0,6.0,Snap Shot,0
SHOT,8475780,8471239,2,0,home,2,1502,83.0,17.0,Wrist Shot,0
SHOT,8480901,8471239,2,0,home,2,1545,67.0,-21.0,Snap Shot,0
SHOT,8475222,8471695,0,2,away,2,1617,-58.0,0.0,Snap Shot,-1
SHOT,8476374,8471239,2,0,home,2,1711,20.0,-41.0,Deflected,0
SHOT,8475791,8471695,0,2,away,2,1755,75.0,13.0,Wrist Shot,0
SHOT,8481559,8471695,0,2,away,2,1756,85.0,0.0,Backhand,0
SHOT,8477509,8471695,0,2,away,2,1759,36.0,25.0,Snap Shot,1
SHOT,8479407,8471695,0,2,away,2,1839,61.0,20.0,Slap Shot,1
SHOT,8474190,8471695,0,2,away,2,1842,83.0,-8.0,Wrist Shot,1
SHOT,8475791,8471695,0,2,away,2,1885,71.0,-30.0,Slap Shot,0
SHOT,8478498,8471239,2,0,home,2,1929,61.0,-10.0,Wrist Shot,0
SHOT,8477425,8471695,0,2,away,2,1962,63.0,-17.0,Snap Shot,0
SHOT,8477425,8471695,0,2,away,2,1964,83.0,-9.0,Wrist Shot,0
SHOT,8475791,8471695,0,2,away,2,2009,67.0,-18.0,Snap Shot,0
SHOT,8475791,8471695,0,2,away,2,2028,58.0,-16.0,Slap Shot,0
SHOT,8471233,8471695,0,2,away,2,2063,68.0,-12.0,Snap Shot,1
SHOT,8476923,8471695,0,2,away,2,2146,27.0,-17.0,Slap Shot,1
SHOT,8479291,8471695,0,2,away,2,2161,82.0,8.0,Snap Shot,0
SHOT,8476792,8471239,2,0,home,2,2345,30.0,-6.0,Wrist Shot,1
GOAL,8470638,8471239,2,0,home,2,2354,82.0,-3.0,Wrist Shot,1
SHOT,8470638,8471239,3,0,home,3,2417,45.0,37.0,Wrist Shot,0
SHOT,8478498,8471239,3,0,home,3,2527,82.0,-11.0,Backhand,0
SHOT,8476399,8471695,0,3,away,3,2651,83.0,-19.0,Wrist Shot,0
SHOT,8480901,8471239,3,0,home,3,2722,76.0,4.0,Wrist Shot,0
SHOT,8474056,8471695,0,3,away,3,2787,34.0,-32.0,Slap Shot,0
SHOT,8474056,8471695,0,3,away,3,2803,35.0,-17.0,Slap Shot,0
SHOT,8477425,8471695,0,3,away,3,2861,83.0,-11.0,Wrist Shot,0
SHOT,8476923,8471695,0,3,away,3,2884,40.0,39.0,Wrist Shot,0
SHOT,8479325,8471239,3,0,home,3,3037,38.0,-18.0,Slap Shot,0
SHOT,8475151,8471695,0,3,away,3,3073,74.0,16.0,Wrist Shot,0
SHOT,8476891,8471239,3,0,home,3,3244,75.0,-16.0,Backhand,0
SHOT,8471276,8471239,3,0,home,3,3247,77.0,-5.0,Wrist Shot,0
SHOT,8476439,8471239,3,0,home,3,3265,93.0,-10.0,Wrist Shot,0
SHOT,8477365,8471239,3,0,home,3,3422,41.0,-25.0,Wrist Shot,0
GOAL,8476456,8471239,0,0,away,1,16,84.0,-4.0,Snap Shot,0
SHOT,8478211,8471239,1,0,away,1,56,35.0,-15.0,Wrist Shot,0
SHOT,8475791,8475683,0,1,home,1,121,73.0,25.0,Wrist Shot,0
GOAL,8475791,8475683,0,1,home,1,148,55.0,-11.0,Wrist Shot,0
SHOT,8479404,8471239,1,1,away,1,181,19.0,31.0,Snap Shot,0
SHOT,8478366,8471239,1,1,away,1,289,72.0,31.0,Snap Shot,0
SHOT,8476456,8471239,1,1,away,1,410,21.0,4.0,Tip-In,0
SHOT,8480002,8475683,1,1,home,1,520,79.0,0.0,Tip-In,0
SHOT,8471735,8471239,1,1,away,1,683,-1.0,-29.0,Snap Shot,0
SHOT,8477038,8475683,1,1,home,1,783,79.0,2.0,Backhand,0
SHOT,8477038,8475683,1,1,home,1,792,83.0,8.0,Backhand,0
SHOT,8474149,8471239,1,1,away,1,820,69.0,2.0,Snap Shot,0
SHOT,8476456,8471239,1,1,away,1,832,38.0,-22.0,Snap Shot,0
SHOT,8474098,8471239,1,1,away,1,868,82.0,21.0,Snap Shot,0
SHOT,8478211,8471239,1,1,away,1,870,66.0,-36.0,Slap Shot,0
SHOT,8477346,8471239,1,1,away,1,1052,34.0,-17.0,Wrist Shot,0
SHOT,8474190,8475683,1,1,home,1,1073,36.0,14.0,Wrist Shot,0
SHOT,8481559,8475683,1,1,home,1,1074,81.0,7.0,Wrist Shot,0
SHOT,8475792,8471239,1,1,away,1,1107,79.0,8.0,Wrist Shot,0
GOAL,8479407,8475683,1,1,home,1,1153,83.0,6.0,Backhand,0
GOAL,8477355,8475683,2,1,home,2,1232,42.0,-24.0,Wrist Shot,0
GOAL,8478401,8475683,3,1,home,2,1268,80.0,-1.0,Tip-In,0
SHOT,8481559,8475683,4,1,home,2,1381,72.0,23.0,Snap Shot,1
SHOT,8476875,8471239,1,4,away,2,1430,46.0,17.0,Snap Shot,-1
SHOT,8474190,8475683,4,1,home,2,1523,66.0,-22.0,Snap Shot,0
SHOT,8477493,8471239,1,4,away,2,1646,66.0,-19.0,Snap Shot,1
SHOT,8477932,8471239,1,4,away,2,1773,35.0,-4.0,Snap Shot,1
GOAL,8475792,8471239,1,4,away,2,1790,56.0,-13.0,Wrist Shot,0
SHOT,8475151,8475683,4,2,home,2,1844,64.0,15.0,Snap Shot,1
SHOT,8474056,8475683,4,2,home,2,1930,66.0,9.0,Slap Shot,1
SHOT,8475791,8475683,4,2,home,2,1960,58.0,22.0,Slap Shot,0
SHOT,8476941,8475683,4,2,home,2,2056,35.0,-13.0,Wrist Shot,0
SHOT,8471735,8471239,2,4,away,2,2173,29.0,38.0,Slap Shot,0
SHOT,8477932,8471239,2,4,away,2,2246,57.0,-27.0,Snap Shot,0
SHOT,8474884,8471239,2,4,away,2,2263,27.0,0.0,Slap Shot,0
SHOT,8475222,8475683,4,2,home,2,2288,50.0,40.0,Snap Shot,0
