goalie,period,x,y,shotType,target,goalProb
8476883,2,79.0,-5.0,Wrist Shot,0,0.167
8476883,3,48.0,-23.0,Wrist Shot,0,0.027
8476883,3,63.0,33.0,Wrist Shot,0,0.028
8476883,3,40.0,18.0,Slap Shot,0,0.038
8476883,3,70.0,14.0,Backhand,0,0.104
8476883,3,35.0,-7.0,Wrist Shot,0,0.037
8476883,3,71.0,-8.0,Wrist Shot,0,0.209
8476883,3,72.0,-5.0,Wrist Shot,0,0.161
8468011,3,67.0,-3.0,Tip-In,0,0.179
8468011,3,83.0,5.0,Wrist Shot,1,0.233
8468011,3,41.0,-23.0,Slap Shot,0,0.035
8468011,3,73.0,-3.0,Backhand,0,0.163
8468011,3,40.0,5.0,Wrist Shot,0,0.027
8476883,3,70.0,2.0,Backhand,0,0.136
8476883,3,43.0,-22.0,Wrist Shot,0,0.025
8468011,3,37.0,-9.0,Slap Shot,0,0.036
8468011,3,33.0,0.0,Slap Shot,0,0.035
8468011,3,74.0,10.0,Wrist Shot,0,0.13
8468011,3,58.0,18.0,Wrist Shot,0,0.078
8468011,3,55.0,2.0,Wrist Shot,0,0.104
8468011,3,39.0,2.0,Snap Shot,0,0.048
8468011,3,70.0,0.0,Tip-In,0,0.185
8468011,3,84.0,-5.0,Backhand,1,0.213
8476883,3,43.0,22.0,Wrist Shot,0,0.028
8468011,3,32.0,-9.0,Wrist Shot,0,0.04
8476412,1,64.0,12.0,Wrist Shot,0,0.087
8476412,1,61.0,14.0,Wrist Shot,0,0.081
8476883,1,79.0,-4.0,Tip-In,0,0.164
8476412,1,37.0,-14.0,Slap Shot,0,0.035
8476412,1,38.0,-7.0,Wrist Shot,0,0.026
8476412,1,71.0,4.0,Backhand,0,0.141
8476412,1,80.0,4.0,Backhand,0,0.201
8476412,1,72.0,12.0,Wrist Shot,0,0.126
8476883,1,67.0,13.0,Wrist Shot,0,0.089
8476883,1,35.0,7.0,Snap Shot,0,0.031
8476883,1,52.0,-21.0,Slap Shot,0,0.07
8476883,1,57.0,12.0,Wrist Shot,0,0.072
8476883,1,67.0,8.0,Wrist Shot,0,0.102
8476883,1,37.0,-10.0,Wrist Shot,0,0.025
8476412,1,34.0,28.0,Slap Shot,0,0.022
8476412,1,37.0,30.0,Wrist Shot,0,0.017
8476883,1,77.0,6.0,Wrist Shot,0,0.157
8476883,1,84.0,-9.0,Wrist Shot,0,0.107
8476883,1,83.0,-5.0,Backhand,0,0.192
8476412,1,34.0,25.0,Tip-In,0,0.023
8476883,1,76.0,1.0,Tip-In,0,0.165
8476883,1,44.0,-21.0,Slap Shot,0,0.036
8476412,2,56.0,3.0,Wrist Shot,0,0.076
8476883,2,61.0,17.0,Wrist Shot,0,0.084
8476883,2,46.0,10.0,Slap Shot,0,0.063
8476412,2,74.0,-11.0,Wrist Shot,0,0.11
8476412,2,57.0,28.0,Wrist Shot,0,0.031
8476412,2,58.0,25.0,Wrist Shot,0,0.04
8476412,2,54.0,4.0,Wrist Shot,1,0.075
8476883,2,65.0,1.0,Wrist Shot,1,0.1
8476883,2,-29.0,31.0,Wrist Shot,0,0.014
8476883,2,72.0,-11.0,Wrist Shot,0,0.109
8476883,2,63.0,2.0,Wrist Shot,0,0.086
8476883,2,31.0,-18.0,Slap Shot,0,0.028
8476883,2,59.0,0.0,Wrist Shot,0,0.083
8476883,2,65.0,-12.0,Wrist Shot,0,0.083
8476883,2,48.0,-18.0,Slap Shot,1,0.198
8476412,2,59.0,13.0,Wrist Shot,0,0.075
8476412,2,40.0,5.0,Wrist Shot,0,0.027
8476412,2,77.0,7.0,Tip-In,0,0.151
8476412,2,78.0,2.0,Backhand,1,0.174
8476883,2,74.0,12.0,Wrist Shot,0,0.129
8476412,2,79.0,-2.0,Wrist Shot,0,0.178
8476412,2,56.0,12.0,Slap Shot,0,0.11
8476412,2,76.0,-10.0,Wrist Shot,0,0.132
8476883,2,64.0,-17.0,Wrist Shot,0,0.075
8476883,2,38.0,-29.0,Wrist Shot,0,0.021
8476412,3,53.0,-19.0,Wrist Shot,0,0.063
8476412,3,59.0,11.0,Snap Shot,0,0.122
8476412,3,59.0,15.0,Wrist Shot,0,0.072
8476412,3,7.0,18.0,Tip-In,0,0.022
8476883,3,68.0,16.0,Wrist Shot,0,0.085
8476412,3,49.0,-3.0,Slap Shot,0,0.075
8476412,3,63.0,8.0,Slap Shot,0,0.134
8476883,3,56.0,16.0,Wrist Shot,0,0.057
8476883,3,72.0,21.0,Snap Shot,1,0.099
8476883,3,68.0,7.0,Wrist Shot,0,0.147
8476883,3,66.0,-16.0,Wrist Shot,0,0.119
8476883,3,71.0,-13.0,Wrist Shot,0,0.131
8476883,3,79.0,8.0,Wrist Shot,1,0.178
8476412,3,30.0,-14.0,Slap Shot,0,0.028
8476883,3,76.0,5.0,Backhand,0,0.156
8476412,3,65.0,2.0,Snap Shot,1,0.16
8476412,3,72.0,-15.0,Wrist Shot,0,0.113
8476412,3,80.0,-7.0,Backhand,0,0.177
8476412,3,63.0,-2.0,Wrist Shot,0,0.095
8476412,3,67.0,0.0,Wrist Shot,0,0.142
8476412,3,79.0,2.0,Backhand,0,0.191
8474651,1,-7.0,40.0,Wrist Shot,0,0.014
8474651,1,63.0,13.0,Wrist Shot,0,0.083
8476883,1,55.0,-20.0,Wrist Shot,0,0.042
8476883,1,85.0,13.0,Wrist Shot,0,0.115
8476883,1,17.0,-6.0,Wrist Shot,0,0.024
8476883,1,73.0,2.0,Tip-In,0,0.16
8476883,1,68.0,3.0,Wrist Shot,0,0.13
8474651,1,45.0,1.0,Slap Shot,0,0.098
8476883,1,45.0,25.0,Slap Shot,0,0.032
8476883,1,60.0,6.0,Wrist Shot,0,0.083
8476883,1,78.0,-7.0,Tip-In,0,0.157
8476883,1,89.0,13.0,Wrist Shot,0,0.116
8476883,1,35.0,34.0,Slap Shot,0,0.024
8476883,1,36.0,27.0,Slap Shot,0,0.026
8476883,1,83.0,27.0,Wrist Shot,0,0.032
8476883,1,79.0,-12.0,Backhand,0,0.123
8474651,1,56.0,14.0,Snap Shot,0,0.069
8474651,1,56.0,-17.0,Snap Shot,0,0.087
8474651,1,56.0,-2.0,Slap Shot,1,0.154
8474651,1,-9.0,0.0,Wrist Shot,0,0.02
8476883,1,57.0,29.0,Slap Shot,0,0.049
8476883,2,57.0,12.0,Wrist Shot,0,0.076
8474651,2,30.0,35.0,Slap Shot,0,0.02
8476883,2,77.0,8.0,Wrist Shot,0,0.153
8474651,2,52.0,10.0,Wrist Shot,0,0.048
8476883,2,55.0,-39.0,Wrist Shot,0,0.022
8474651,2,49.0,-10.0,Snap Shot,0,0.054
8474651,2,47.0,25.0,Wrist Shot,0,0.023
8474651,2,74.0,-14.0,Wrist Shot,0,0.103
8474651,2,87.0,-3.0,Tip-In,1,0.32
8476883,2,67.0,26.0,Wrist Shot,0,0.055
8476883,2,86.0,5.0,Tip-In,1,0.232
8474651,2,29.0,-1.0,Tip-In,0,0.025
8474651,2,63.0,3.0,Snap Shot,0,0.1
8474651,2,81.0,0.0,Tip-In,0,0.203
8474651,2,49.0,-33.0,Slap Shot,0,0.03
8474651,2,63.0,7.0,Wrist Shot,0,0.086
8474651,2,59.0,-2.0,Snap Shot,0,0.095
8474651,2,75.0,3.0,Snap Shot,0,0.229
8474651,2,68.0,23.0,Wrist Shot,1,0.079
8474651,3,41.0,-13.0,Wrist Shot,0,0.025
8476883,3,80.0,2.0,Backhand,0,0.199
8476883,3,75.0,15.0,Slap Shot,1,0.194
8474651,3,47.0,22.0,Wrist Shot,0,0.044
8474651,3,59.0,12.0,Wrist Shot,0,0.076
8474651,3,46.0,2.0,Wrist Shot,0,0.046
8476883,3,18.0,-36.0,Wrist Shot,0,0.016
8476883,3,48.0,-22.0,Wrist Shot,0,0.044
8476883,3,84.0,-5.0,Wrist Shot,0,0.243
8476883,3,87.0,-8.0,Wrist Shot,0,0.17
8476883,3,55.0,-28.0,Slap Shot,1,0.098
8474651,3,67.0,13.0,Wrist Shot,0,0.087
8476883,3,42.0,-15.0,Slap Shot,0,0.037
8474651,3,63.0,13.0,Wrist Shot,0,0.083
8474651,3,80.0,6.0,Backhand,0,0.159
8476883,3,81.0,2.0,Tip-In,0,0.203
8476883,3,61.0,-19.0,Snap Shot,0,0.078
8476883,3,77.0,-1.0,Backhand,0,0.19
8476883,3,33.0,-16.0,Wrist Shot,0,0.029
8476883,3,81.0,-6.0,Tip-In,0,0.197
8474651,3,22.0,-17.0,Wrist Shot,0,0.021
8474651,3,76.0,-4.0,Wrist Shot,0,0.169
8476883,4,56.0,14.0,Wrist Shot,0,0.065
8476883,4,48.0,-11.0,Snap Shot,0,0.073
8476883,4,60.0,20.0,Wrist Shot,1,0.088
8476883,1,59.0,19.0,Wrist Shot,0,0.062
8476883,1,42.0,-29.0,Slap Shot,0,0.03
8476883,1,64.0,-32.0,Wrist Shot,0,0.038
8476883,1,83.0,-3.0,Deflected,0,0.242
8476883,1,48.0,17.0,Wrist Shot,0,0.032
8476883,1,6.0,7.0,Wrist Shot,0,0.04
8471469,1,62.0,10.0,Wrist Shot,0,0.085
8476883,1,53.0,-25.0,Wrist Shot,0,0.039
8471469,1,37.0,-9.0,Slap Shot,1,0.036
8476883,1,58.0,17.0,Wrist Shot,0,0.086
8471469,1,43.0,30.0,Wrist Shot,0,0.017
8476883,1,31.0,31.0,Slap Shot,0,0.019
8476883,1,48.0,26.0,Wrist Shot,0,0.02
8476883,1,36.0,13.0,Wrist Shot,0,0.026
8476883,1,85.0,-10.0,Wrist Shot,0,0.092
8476883,1,79.0,-4.0,Deflected,0,0.164
8476883,2,37.0,18.0,Slap Shot,0,0.051
8471469,2,69.0,16.0,Wrist Shot,0,0.087
8471469,2,78.0,-5.0,Wrist Shot,0,0.167
8471469,2,47.0,2.0,Slap Shot,0,0.075
8476883,2,82.0,9.0,Wrap-around,0,0.087
8476883,2,49.0,-12.0,Wrist Shot,1,0.044
8471469,2,36.0,14.0,Wrist Shot,0,0.025
8471469,2,72.0,-1.0,Wrist Shot,1,0.146
8471469,2,79.0,4.0,Deflected,0,0.178
8476883,2,62.0,25.0,Slap Shot,0,0.071
8476883,2,47.0,15.0,Wrist Shot,0,0.028
8471469,2,35.0,2.0,Slap Shot,0,0.057
8476883,2,-51.0,-29.0,Backhand,0,0.017
8476883,2,59.0,8.0,Wrist Shot,0,0.077
8476883,2,45.0,15.0,Wrist Shot,0,0.028
8471469,2,81.0,-1.0,Backhand,0,0.203
8471469,2,41.0,-23.0,Wrist Shot,0,0.024
8471469,2,80.0,8.0,Wrist Shot,0,0.161
8471469,2,61.0,-6.0,Backhand,0,0.086
8476883,2,75.0,7.0,Wrist Shot,0,0.151
8471469,2,57.0,38.0,Wrist Shot,0,0.018
8476883,2,73.0,-27.0,Wrist Shot,0,0.05
8471469,2,41.0,14.0,Wrist Shot,0,0.027
8471469,2,57.0,37.0,Wrist Shot,0,0.02
8471469,2,56.0,-25.0,Wrist Shot,0,0.041
8476883,2,40.0,-30.0,Wrist Shot,0,0.021
8471469,3,15.0,-7.0,Deflected,0,0.022
8471469,3,70.0,-18.0,Wrist Shot,0,0.109
8471469,3,63.0,-22.0,Slap Shot,0,0.143
8471469,3,58.0,21.0,Slap Shot,0,0.111
8476883,3,57.0,25.0,Slap Shot,1,0.089
8476883,3,37.0,30.0,Wrist Shot,0,0.017
8476883,3,33.0,-35.0,Wrist Shot,0,0.018
8476883,3,60.0,22.0,Wrist Shot,0,0.057
8471469,3,51.0,35.0,Wrist Shot,0,0.018
8471469,3,80.0,-13.0,Wrist Shot,0,0.096
8471469,3,56.0,1.0,Wrist Shot,0,0.072
8476883,3,36.0,12.0,Slap Shot,0,0.038
8471469,3,64.0,10.0,Wrist Shot,0,0.114
8471469,3,65.0,-16.0,Slap Shot,0,0.16
8471469,3,64.0,-22.0,Slap Shot,0,0.186
8476883,3,54.0,22.0,Wrist Shot,0,0.051
8476883,3,78.0,1.0,Wrist Shot,0,0.192
8476883,4,84.0,6.0,Wrist Shot,0,0.2
8471469,4,78.0,9.0,Backhand,0,0.164
8471469,4,59.0,21.0,Wrist Shot,0,0.064
8471469,4,83.0,6.0,Deflected,1,0.222
8471774,1,70.0,3.0,Wrist Shot,1,0.137
8476883,1,76.0,-8.0,Wrist Shot,0,0.154
8476883,1,76.0,-11.0,Wrist Shot,0,0.119
8471774,1,69.0,-2.0,Backhand,0,0.13
8476883,1,55.0,3.0,Wrist Shot,0,0.073
8476883,1,70.0,3.0,Tip-In,0,0.149
8476883,1,65.0,12.0,Snap Shot,0,0.099
8476883,1,68.0,2.0,Snap Shot,1,0.173
8471774,1,56.0,12.0,Snap Shot,0,0.085
8476883,1,68.0,-12.0,Snap Shot,1,0.122
8476883,1,35.0,23.0,Tip-In,1,0.142
8476883,1,54.0,-4.0,Wrist Shot,0,0.07
8471774,1,54.0,20.0,Wrist Shot,0,0.047
8471774,1,45.0,-27.0,Wrist Shot,0,0.022
8471774,1,11.0,29.0,Tip-In,0,0.015
8471774,1,84.0,-9.0,Wrist Shot,1,0.107
8471774,1,56.0,-24.0,Slap Shot,0,0.069
8471774,1,69.0,10.0,Slap Shot,0,0.173
8471774,1,72.0,8.0,Wrist Shot,0,0.133
8471774,1,38.0,3.0,Slap Shot,0,0.039
8471774,1,49.0,18.0,Slap Shot,0,0.098
8471774,1,35.0,-1.0,Wrist Shot,0,0.039
8471774,2,60.0,-7.0,Wrist Shot,0,0.08
8471774,2,79.0,-9.0,Wrist Shot,0,0.136
8471774,2,34.0,-21.0,Wrist Shot,0,0.023
8476883,2,56.0,-33.0,Wrist Shot,0,0.021
8476883,2,82.0,-9.0,Backhand,0,0.119
8476883,2,48.0,24.0,Snap Shot,0,0.027
8471774,2,36.0,5.0,Wrist Shot,0,0.039
8471774,2,72.0,10.0,Backhand,0,0.158
8471774,2,64.0,10.0,Wrist Shot,0,0.115
8476883,2,56.0,5.0,Wrist Shot,0,0.082
8471774,2,68.0,-6.0,Tip-In,0,0.127
8471774,2,44.0,0.0,Slap Shot,1,0.065
8476883,2,81.0,4.0,Backhand,1,0.202
8476883,3,69.0,-4.0,Wrist Shot,0,0.139
8471774,3,61.0,-27.0,Wrist Shot,0,0.037
8476883,3,40.0,-28.0,Wrist Shot,0,0.021
8471774,3,66.0,8.0,Wrist Shot,1,0.102
8476883,3,50.0,10.0,Wrist Shot,1,0.084
8471774,3,59.0,-9.0,Wrist Shot,0,0.077
8471774,3,79.0,23.0,Wrist Shot,0,0.054
8476883,3,47.0,-18.0,Wrist Shot,0,0.027
8476883,3,13.0,27.0,Wrist Shot,0,0.013
8476883,3,71.0,28.0,Slap Shot,0,0.064
8471774,3,37.0,11.0,Wrist Shot,0,0.039
8471774,3,70.0,10.0,Wrist Shot,0,0.122
8471774,3,36.0,-14.0,Wrist Shot,0,0.023
8476883,3,64.0,-15.0,Wrist Shot,0,0.077
8471774,3,69.0,-7.0,Backhand,0,0.127
8471774,3,50.0,-2.0,Wrist Shot,0,0.046
8471774,3,79.0,10.0,Wrist Shot,0,0.151
8471774,3,43.0,-5.0,Wrist Shot,0,0.028
8471774,3,57.0,-2.0,Wrist Shot,0,0.084
8471774,3,53.0,-4.0,Wrist Shot,0,0.062
8474889,1,69.0,12.0,Snap Shot,0,0.114
8474889,1,31.0,28.0,Wrist Shot,0,0.013
8474889,1,71.0,3.0,Wrist Shot,1,0.137
8474889,1,72.0,20.0,Wrist Shot,0,0.084
8476883,1,-77.0,0.0,Wrist Shot,0,0.02
8476883,1,65.0,-15.0,Slap Shot,0,0.159
8476883,1,63.0,-13.0,Wrist Shot,0,0.105
8476883,1,72.0,-5.0,Wrist Shot,0,0.161
8476883,1,79.0,3.0,Tip-In,0,0.177
8476883,1,81.0,-8.0,Wrist Shot,0,0.192
8476883,1,34.0,2.0,Slap Shot,0,0.035
8476883,1,76.0,2.0,Wrist Shot,0,0.165
8474889,1,60.0,-19.0,Wrist Shot,0,0.095
8476883,1,62.0,-9.0,Snap Shot,0,0.088
8476883,1,79.0,1.0,Wrist Shot,0,0.192
8476883,1,79.0,1.0,Wrist Shot,0,0.192
8476883,1,76.0,9.0,Wrist Shot,0,0.146
8474889,1,58.0,-12.0,Wrist Shot,0,0.104
8476883,1,38.0,31.0,Wrist Shot,0,0.016
8474889,1,-36.0,25.0,Wrist Shot,0,0.026
8476883,1,35.0,-20.0,Wrist Shot,0,0.022
8476883,1,84.0,-5.0,Wrist Shot,0,0.188
8474889,1,64.0,18.0,Wrist Shot,0,0.113
8474889,1,79.0,3.0,Wrist Shot,0,0.201
8474889,1,42.0,26.0,Slap Shot,0,0.043
8476883,2,79.0,1.0,Wrist Shot,0,0.192
8476883,2,39.0,23.0,Snap Shot,0,0.028
8476883,2,80.0,0.0,Wrist Shot,0,0.186
8476883,2,79.0,-1.0,Wrist Shot,0,0.181
8474889,2,64.0,-25.0,Wrist Shot,0,0.087
8476883,2,33.0,23.0,Wrist Shot,0,0.023
8474889,2,35.0,0.0,Wrist Shot,0,0.04
8476883,2,-8.0,-4.0,Wrist Shot,0,0.018
8476883,2,-73.0,30.0,Wrist Shot,0,0.013
8474889,2,77.0,-1.0,Wrist Shot,0,0.197
8474889,2,28.0,23.0,Backhand,0,0.034
8476883,2,79.0,-4.0,Wrist Shot,0,0.159
8474889,2,70.0,8.0,Wrist Shot,0,0.16
8476883,2,33.0,-18.0,Slap Shot,0,0.03
8476883,2,-64.0,13.0,Wrist Shot,0,0.019
8476883,2,57.0,-7.0,Wrist Shot,0,0.069
8476883,2,74.0,3.0,Backhand,0,0.156
8474889,2,42.0,17.0,Wrist Shot,0,0.041
8474889,2,72.0,-5.0,Wrist Shot,1,0.165
8476883,2,32.0,0.0,Wrist Shot,0,0.024
8476883,2,30.0,10.0,Slap Shot,0,0.029
8474889,2,69.0,-9.0,Slap Shot,0,0.207
8476883,2,-62.0,-27.0,Wrist Shot,0,0.016
8474889,2,69.0,-20.0,Wrist Shot,1,0.103
8474889,3,80.0,2.0,Wrist Shot,0,0.206
8474889,3,77.0,6.0,Wrist Shot,1,0.154
8477180,3,74.0,4.0,Wrist Shot,0,0.165
8477180,3,83.0,-7.0,Wrist Shot,0,0.185
8477180,3,83.0,-5.0,Wrist Shot,0,0.195
8477180,3,66.0,-1.0,Wrist Shot,0,0.116
8477180,3,77.0,11.0,Snap Shot,1,0.208
8477180,3,76.0,11.0,Wrist Shot,0,0.143
8477180,3,44.0,10.0,Slap Shot,0,0.045
8476883,3,62.0,1.0,Wrist Shot,0,0.086
8476883,3,83.0,-6.0,Backhand,0,0.19
8476883,3,37.0,-19.0,Wrist Shot,0,0.023
8476883,3,33.0,-22.0,Slap Shot,0,0.032
8477180,3,67.0,4.0,Wrist Shot,0,0.13
8477180,3,59.0,4.0,Wrist Shot,0,0.081
8477180,3,82.0,-8.0,Backhand,0,0.183
8477180,3,36.0,-8.0,Wrist Shot,0,0.026
8476883,3,35.0,5.0,Slap Shot,0,0.038
8476883,3,75.0,-9.0,Snap Shot,1,0.157
8477180,3,66.0,1.0,Wrist Shot,0,0.116
8477180,3,40.0,-10.0,Wrist Shot,0,0.039
8477180,3,77.0,-7.0,Wrist Shot,0,0.178
8477180,3,73.0,4.0,Backhand,1,0.177
8477180,3,33.0,23.0,Slap Shot,0,0.034
8476883,3,77.0,-5.0,Wrist Shot,0,0.173
8477180,3,64.0,9.0,Wrist Shot,1,0.094
8476883,3,47.0,25.0,Wrist Shot,0,0.025
8478492,1,57.0,21.0,Wrist Shot,0,0.046
8478492,1,80.0,5.0,Wrist Shot,0,0.178
8478492,1,79.0,3.0,Backhand,0,0.177
8478492,1,63.0,-22.0,Wrist Shot,0,0.066
8476883,1,56.0,18.0,Slap Shot,0,0.076
8476883,1,53.0,-27.0,Slap Shot,0,0.043
8476883,1,81.0,4.0,Backhand,0,0.199
8476883,1,57.0,-18.0,Wrist Shot,0,0.052
8476883,1,41.0,26.0,Wrist Shot,0,0.02
8476883,1,75.0,1.0,Wrist Shot,1,0.166
8476883,1,80.0,0.0,Wrist Shot,0,0.203
8478492,1,55.0,27.0,Slap Shot,0,0.047
8476883,1,73.0,5.0,Wrist Shot,0,0.147
8478492,1,40.0,12.0,Wrist Shot,0,0.028
8478492,1,69.0,-6.0,Wrist Shot,0,0.128
8476883,1,-56.0,16.0,Wrist Shot,0,0.019
8476883,1,33.0,-16.0,Wrist Shot,0,0.023
8478492,1,35.0,18.0,Slap Shot,0,0.035
8476883,1,51.0,19.0,Wrist Shot,0,0.045
8476883,1,35.0,17.0,Slap Shot,0,0.058
8478492,2,60.0,-17.0,Wrist Shot,0,0.094
8476883,2,68.0,-4.0,Wrist Shot,0,0.118
8478492,2,78.0,-1.0,Snap Shot,1,0.254
8478492,2,71.0,5.0,Wrist Shot,0,0.137
8476883,2,51.0,10.0,Wrist Shot,0,0.047
8476883,2,29.0,-20.0,Wrist Shot,0,0.021
8476883,2,-66.0,-4.0,Slap Shot,0,0.025
8476883,2,53.0,20.0,Snap Shot,0,0.053
8478492,2,71.0,-7.0,Wrist Shot,0,0.163
8476883,2,-63.0,4.0,Wrist Shot,0,0.019
8478492,2,75.0,-4.0,Wrist Shot,0,0.174
8476883,2,36.0,27.0,Slap Shot,0,0.023
8476883,2,79.0,-6.0,Backhand,0,0.164
8478492,2,41.0,24.0,Wrist Shot,0,0.022
8478492,2,42.0,-11.0,Wrist Shot,0,0.028
8478492,2,64.0,8.0,Wrist Shot,0,0.086
8478492,2,78.0,7.0,Tip-In,0,0.169
8478492,2,54.0,-14.0,Slap Shot,0,0.1
8478492,2,37.0,-9.0,Wrist Shot,0,0.025
8476883,2,52.0,-14.0,Wrist Shot,0,0.043
8478492,3,78.0,5.0,Wrist Shot,0,0.176
8476883,3,71.0,18.0,Snap Shot,1,0.101
8476883,3,-5.0,37.0,Wrist Shot,0,0.014
8476883,3,76.0,1.0,Backhand,1,0.161
8478492,3,43.0,-13.0,Wrist Shot,0,0.027
8478492,3,59.0,27.0,Wrist Shot,0,0.031
8476883,3,62.0,-9.0,Wrist Shot,0,0.081
8478492,3,30.0,-20.0,Wrist Shot,0,0.02
8478492,3,67.0,9.0,Wrist Shot,0,0.102
8476883,3,-93.0,9.0,Wrist Shot,0,0.02
8476883,3,61.0,12.0,Wrist Shot,0,0.081
8476883,3,48.0,-18.0,Wrist Shot,0,0.027
8478492,3,52.0,-6.0,Snap Shot,1,0.056
8476883,3,80.0,4.0,Wrap-around,1,0.182
8478492,3,78.0,0.0,Wrist Shot,0,0.18
8476883,3,69.0,-8.0,Wrist Shot,0,0.124
8478492,3,76.0,7.0,Wrist Shot,0,0.153
8476883,3,81.0,2.0,Backhand,0,0.258
8476883,3,66.0,1.0,Wrist Shot,0,0.115
8476883,3,52.0,-9.0,Wrist Shot,0,0.047
8478492,3,71.0,7.0,Wrist Shot,0,0.142
8471418,1,74.0,-23.0,Wrist Shot,0,0.057
8471418,1,48.0,15.0,Backhand,0,0.048
8471418,1,38.0,-25.0,Slap Shot,0,0.031
8471418,1,70.0,-7.0,Backhand,0,0.13
8471418,1,37.0,9.0,Slap Shot,0,0.038
8476883,1,72.0,10.0,Wrist Shot,0,0.129
8476883,1,71.0,4.0,Tip-In,0,0.137
8476883,1,77.0,8.0,Tip-In,0,0.169
8476883,1,67.0,-2.0,Tip-In,1,0.175
8476883,1,38.0,-12.0,Wrist Shot,0,0.025
8471418,1,49.0,2.0,Snap Shot,0,0.057
8476883,1,51.0,24.0,Wrist Shot,0,0.025
8471418,1,55.0,20.0,Slap Shot,0,0.105
8471418,1,51.0,9.0,Tip-In,0,0.052
8471418,1,60.0,17.0,Slap Shot,0,0.148
8471418,1,37.0,9.0,Slap Shot,0,0.055
8471418,1,39.0,-3.0,Slap Shot,1,0.057
8471418,1,40.0,-20.0,Slap Shot,0,0.035
8476883,1,54.0,22.0,Snap Shot,0,0.055
8471418,1,77.0,5.0,Tip-In,1,0.183
8471418,1,43.0,-22.0,Wrist Shot,0,0.025
8471418,1,36.0,1.0,Wrist Shot,0,0.027
8471418,1,73.0,4.0,Wrist Shot,0,0.147
8471418,1,71.0,-3.0,Tip-In,0,0.137
8476883,1,-78.0,-35.0,Wrist Shot,0,0.016
8471418,2,79.0,8.0,Wrist Shot,0,0.153
8471418,2,72.0,11.0,Wrist Shot,0,0.127
8471418,2,52.0,29.0,Wrist Shot,0,0.02
8471418,2,75.0,1.0,Deflected,1,0.165
8471418,2,42.0,27.0,Slap Shot,0,0.025
8476883,2,73.0,3.0,Tip-In,0,0.164
8476883,2,70.0,1.0,Wrist Shot,0,0.135
8471418,2,65.0,-14.0,Wrist Shot,0,0.079
8476883,2,50.0,1.0,Snap Shot,0,0.065
8471418,2,51.0,1.0,Snap Shot,0,0.059
8471418,2,38.0,28.0,Wrist Shot,0,0.017
8471418,2,70.0,14.0,Wrist Shot,0,0.101
8471418,2,71.0,0.0,Wrist Shot,0,0.138
8471418,2,72.0,-4.0,Wrist Shot,0,0.133
8471418,2,55.0,17.0,Slap Shot,0,0.077
8471418,2,54.0,23.0,Slap Shot,0,0.077
8476883,2,74.0,5.0,Backhand,0,0.164
8471418,2,72.0,1.0,Wrist Shot,0,0.152
8476883,2,65.0,3.0,Wrist Shot,1,0.105
8471418,3,48.0,31.0,Wrist Shot,0,0.02
8476883,3,41.0,-30.0,Wrist Shot,0,0.021
8471418,3,72.0,4.0,Wrist Shot,0,0.139
8471418,3,81.0,-6.0,Wrist Shot,0,0.188
8471418,3,17.0,-29.0,Tip-In,0,0.019
8471418,3,68.0,12.0,Wrist Shot,0,0.101
8471418,3,37.0,14.0,Wrist Shot,0,0.027
8471418,3,35.0,-31.0,Wrist Shot,0,0.02
8476883,3,47.0,-32.0,Wrist Shot,0,0.021
8476883,3,69.0,0.0,Wrist Shot,0,0.136
8471418,3,72.0,9.0,Backhand,0,0.13
8471418,3,53.0,-32.0,Wrist Shot,0,0.023
8471418,3,73.0,-2.0,Tip-In,0,0.163
8471418,3,78.0,-26.0,Backhand,0,0.034
8471418,3,55.0,1.0,Wrist Shot,0,0.075
8471418,3,40.0,-27.0,Wrist Shot,0,0.021
8471418,3,37.0,12.0,Wrist Shot,0,0.027
8476883,3,84.0,0.0,Backhand,1,0.302
8471418,3,45.0,15.0,Wrist Shot,0,0.034
8471418,3,49.0,17.0,Wrist Shot,0,0.048
8476883,4,49.0,-6.0,Snap Shot,0,0.061
8476883,4,65.0,5.0,Wrist Shot,0,0.116
8471418,4,46.0,-2.0,Wrist Shot,0,0.051
8476883,4,74.0,10.0,Wrist Shot,1,0.173
8470147,1,83.0,21.0,Wrist Shot,0,0.075
8470147,1,36.0,7.0,Slap Shot,0,0.038
8474651,1,48.0,38.0,Wrist Shot,0,0.017
8470147,1,58.0,31.0,Slap Shot,0,0.066
8470147,1,58.0,27.0,Wrist Shot,0,0.031
8470147,1,32.0,-21.0,Wrist Shot,0,0.023
8474651,1,67.0,-12.0,Wrist Shot,0,0.098
8474651,1,45.0,-2.0,Slap Shot,0,0.098
8474651,1,65.0,22.0,Wrist Shot,0,0.106
8470147,1,71.0,3.0,Backhand,0,0.131
8470147,1,51.0,23.0,Slap Shot,0,0.045
8474651,1,-10.0,32.0,Wrist Shot,0,0.014
8470147,1,67.0,37.0,Snap Shot,0,0.032
8474651,1,38.0,-31.0,Wrist Shot,0,0.021
8470147,1,81.0,-21.0,Wrist Shot,0,0.053
8470147,1,85.0,-6.0,Wrist Shot,0,0.155
8470147,1,67.0,31.0,Wrist Shot,0,0.039
8470147,1,54.0,-22.0,Slap Shot,0,0.118
8470147,1,35.0,20.0,Wrist Shot,0,0.041
8470147,2,72.0,18.0,Wrist Shot,0,0.1
8474651,2,53.0,24.0,Snap Shot,0,0.046
