goalie,period,x,y,shotType,target,goalProb
8473541,3,70.0,-22.0,Slap Shot,0,0.11
8468685,3,66.0,-12.0,Wrist Shot,0,0.081
8468685,3,73.0,-17.0,Wrist Shot,0,0.087
8468685,3,85.0,-5.0,Tip-In,0,0.17
8473541,3,76.0,10.0,Snap Shot,0,0.208
8473541,3,58.0,2.0,Wrist Shot,0,0.081
8473541,3,14.0,-34.0,Slap Shot,0,0.022
8473541,3,73.0,-1.0,Wrist Shot,0,0.166
8468685,3,90.0,16.0,Wrist Shot,0,0.123
8468685,3,72.0,-15.0,Snap Shot,0,0.141
8468685,1,80.0,15.0,Snap Shot,0,0.137
8471418,1,13.0,33.0,Snap Shot,0,0.016
8471418,1,72.0,27.0,Wrist Shot,0,0.047
8471418,1,73.0,-3.0,Wrist Shot,0,0.183
8471418,1,71.0,0.0,Tip-In,0,0.183
8471418,1,78.0,-35.0,Wrist Shot,1,0.038
8471418,1,9.0,-25.0,Slap Shot,0,0.025
8471418,1,39.0,-23.0,Wrist Shot,0,0.023
8471418,1,56.0,-24.0,Snap Shot,0,0.051
8468685,1,80.0,2.0,Tip-In,1,0.221
8468685,1,68.0,0.0,Snap Shot,1,0.208
8468685,1,-60.0,32.0,Wrist Shot,0,0.014
8468685,1,33.0,-26.0,Wrist Shot,0,0.02
8468685,1,32.0,-37.0,Slap Shot,0,0.034
8471418,1,84.0,7.0,Tip-In,0,0.159
8468685,1,65.0,-18.0,Wrist Shot,0,0.073
8471418,1,85.0,-1.0,Snap Shot,1,0.5
8471418,1,48.0,-14.0,Wrist Shot,0,0.042
8471418,1,49.0,-30.0,Wrist Shot,0,0.022
8471418,1,59.0,-38.0,Snap Shot,0,0.024
8468685,2,86.0,6.0,Wrap-around,0,0.084
8471418,2,78.0,6.0,Tip-In,0,0.152
8471418,2,73.0,-17.0,Wrist Shot,0,0.087
8471418,2,79.0,-21.0,Wrist Shot,0,0.046
8468685,2,81.0,8.0,Snap Shot,0,0.211
8468685,2,37.0,8.0,Wrist Shot,0,0.027
8471418,2,35.0,40.0,Wrist Shot,0,0.016
8471418,2,76.0,-14.0,Wrist Shot,0,0.104
8471418,2,37.0,-25.0,Wrist Shot,0,0.023
8468685,2,31.0,20.0,Wrist Shot,1,0.284
8471418,2,83.0,9.0,Backhand,0,0.131
8471418,2,48.0,0.0,Wrist Shot,0,0.047
8468685,2,71.0,-19.0,Snap Shot,1,0.087
8468685,2,84.0,7.0,Wrist Shot,0,0.162
8468685,2,83.0,6.0,Backhand,0,0.268
8468685,2,43.0,8.0,Slap Shot,0,0.067
8480382,3,72.0,-8.0,Tip-In,0,0.175
8471418,3,-57.0,39.0,Wrist Shot,0,0.013
8471418,3,81.0,-5.0,Backhand,0,0.206
8471418,3,80.0,-21.0,Wrist Shot,0,0.057
8480382,3,32.0,40.0,Slap Shot,0,0.021
8480382,3,79.0,-9.0,Wrist Shot,1,0.124
8480382,3,83.0,-10.0,Wrist Shot,0,0.106
8480382,3,78.0,-5.0,Backhand,0,0.165
8471418,3,77.0,4.0,Wrist Shot,0,0.164
8471418,3,50.0,-25.0,Wrist Shot,0,0.026
8471418,3,50.0,-9.0,Wrist Shot,0,0.063
8471418,3,69.0,6.0,Tip-In,1,0.171
8471418,3,56.0,-36.0,Wrist Shot,0,0.02
8471418,3,36.0,-31.0,Wrist Shot,0,0.02
8480382,3,33.0,36.0,Wrist Shot,0,0.016
8471418,3,50.0,-27.0,Wrist Shot,0,0.024
8471418,3,79.0,39.0,Wrist Shot,0,0.028
8471418,3,35.0,10.0,Slap Shot,0,0.039
8471418,3,51.0,11.0,Slap Shot,0,0.084
8471418,3,81.0,6.0,Backhand,0,0.194
8471418,3,79.0,-5.0,Tip-In,0,0.192
8478048,1,67.0,19.0,Wrist Shot,0,0.082
8478048,1,64.0,9.0,Snap Shot,0,0.126
8474636,1,85.0,9.0,Wrist Shot,0,0.175
8474636,1,39.0,2.0,Slap Shot,0,0.057
8478048,1,33.0,25.0,Slap Shot,0,0.034
8478048,1,69.0,-16.0,Slap Shot,0,0.161
8478048,1,81.0,-16.0,Wrist Shot,0,0.088
8478048,1,69.0,-3.0,Snap Shot,1,0.183
8474636,1,84.0,-5.0,Wrist Shot,0,0.193
8474636,1,73.0,29.0,Snap Shot,0,0.048
8474636,1,80.0,4.0,Tip-In,0,0.201
8474636,1,87.0,-6.0,Tip-In,1,0.145
8474636,1,48.0,-4.0,Wrist Shot,0,0.045
8474636,1,82.0,8.0,Wrist Shot,0,0.158
8478048,1,63.0,-30.0,Wrist Shot,0,0.035
8478048,1,59.0,31.0,Slap Shot,0,0.049
8474636,1,65.0,-14.0,Snap Shot,0,0.091
8474636,1,56.0,-20.0,Snap Shot,1,0.052
8474636,1,85.0,7.0,Backhand,1,0.159
8474636,1,65.0,-17.0,Wrist Shot,0,0.077
8478048,1,87.0,-6.0,Slap Shot,0,0.264
8474636,1,39.0,28.0,Wrist Shot,0,0.018
8478048,2,75.0,3.0,Wrist Shot,0,0.165
8478048,2,75.0,5.0,Wrist Shot,0,0.165
8478048,2,86.0,-7.0,Wrist Shot,0,0.141
8478048,2,81.0,7.0,Backhand,0,0.16
8478048,2,77.0,10.0,Wrist Shot,0,0.153
8474636,2,36.0,30.0,Slap Shot,0,0.033
8474636,2,86.0,13.0,Wrist Shot,0,0.116
8474636,2,72.0,-34.0,Wrist Shot,0,0.029
8474636,2,79.0,8.0,Wrist Shot,0,0.153
8474636,2,84.0,7.0,Wrist Shot,0,0.162
8474636,2,83.0,6.0,Backhand,0,0.187
8478048,2,63.0,-24.0,Slap Shot,0,0.099
8474636,2,61.0,6.0,Snap Shot,0,0.098
8478048,2,66.0,-17.0,Snap Shot,0,0.09
8478048,2,70.0,21.0,Wrist Shot,0,0.083
8478048,2,79.0,-18.0,Wrist Shot,0,0.083
8478048,2,78.0,0.0,Wrist Shot,0,0.176
8478048,2,73.0,2.0,Backhand,1,0.181
8474636,2,65.0,-6.0,Wrist Shot,1,0.101
8474636,2,84.0,4.0,Tip-In,0,0.228
8474636,2,82.0,7.0,Deflected,0,0.184
8474636,2,64.0,18.0,Snap Shot,0,0.093
8474636,2,54.0,39.0,Slap Shot,0,0.025
8474636,3,51.0,-18.0,Wrist Shot,0,0.043
8478048,3,72.0,16.0,Wrist Shot,0,0.153
8474636,3,77.0,3.0,Tip-In,0,0.174
8474636,3,47.0,26.0,Wrist Shot,0,0.02
8478048,3,72.0,14.0,Slap Shot,0,0.174
8478048,3,36.0,-17.0,Wrist Shot,0,0.023
8474636,3,58.0,19.0,Wrist Shot,0,0.057
8474636,3,74.0,-2.0,Wrist Shot,0,0.165
8474636,3,65.0,-17.0,Snap Shot,0,0.088
8478048,3,43.0,-31.0,Slap Shot,0,0.03
8474636,3,64.0,-35.0,Snap Shot,0,0.035
8474636,3,84.0,-5.0,Wrist Shot,0,0.193
8478048,3,79.0,0.0,Backhand,0,0.196
8478048,3,79.0,-4.0,Wrist Shot,0,0.167
8478048,3,77.0,-14.0,Slap Shot,1,0.279
8478048,3,72.0,-37.0,Slap Shot,0,0.05
8474636,3,53.0,-34.0,Slap Shot,0,0.034
8478048,3,86.0,-7.0,Snap Shot,0,0.221
8478048,3,88.0,-6.0,Wrist Shot,0,0.144
8480382,1,54.0,32.0,Slap Shot,0,0.03
8480382,1,7.0,33.0,Backhand,0,0.015
8475622,1,-16.0,-14.0,Wrist Shot,0,0.019
8475622,1,72.0,-35.0,Wrist Shot,0,0.029
8480382,1,83.0,8.0,Wrist Shot,0,0.157
8480382,1,79.0,-1.0,Wrist Shot,1,0.198
8475622,1,36.0,-12.0,Wrist Shot,0,0.025
8480382,1,65.0,-13.0,Backhand,0,0.082
8475622,1,39.0,28.0,Wrist Shot,0,0.017
8475622,1,58.0,13.0,Wrist Shot,0,0.072
8475622,1,79.0,5.0,Wrist Shot,0,0.176
8480382,1,58.0,29.0,Snap Shot,0,0.038
8480382,2,58.0,-20.0,Wrist Shot,0,0.052
8480382,2,43.0,-38.0,Wrist Shot,0,0.019
8475622,2,65.0,-25.0,Wrist Shot,0,0.06
8475622,2,72.0,-32.0,Wrist Shot,0,0.037
8480382,2,76.0,40.0,Wrist Shot,0,0.026
8480382,2,54.0,-37.0,Deflected,0,0.023
8475622,2,80.0,2.0,Wrist Shot,0,0.197
8475622,2,71.0,14.0,Snap Shot,0,0.139
8475622,2,76.0,-3.0,Backhand,0,0.163
8480382,2,53.0,-28.0,Wrist Shot,0,0.034
8480382,2,82.0,-34.0,Wrist Shot,0,0.038
8480382,2,40.0,29.0,Slap Shot,0,0.023
8480382,2,74.0,2.0,Tip-In,0,0.187
8480382,2,80.0,6.0,Snap Shot,0,0.24
8480382,2,80.0,4.0,Wrist Shot,0,0.227
8480382,2,54.0,7.0,Wrist Shot,0,0.063
8480382,2,59.0,-35.0,Wrist Shot,0,0.022
8475622,2,49.0,31.0,Wrist Shot,0,0.018
8475622,2,84.0,-8.0,Tip-In,0,0.15
8480382,2,77.0,-10.0,Backhand,1,0.131
8475622,2,86.0,-11.0,Deflected,0,0.09
8475622,2,-59.0,-14.0,Wrist Shot,0,0.019
8480382,2,84.0,20.0,Wrist Shot,0,0.079
8480382,2,78.0,-1.0,Deflected,0,0.173
8475622,2,82.0,-7.0,Wrist Shot,0,0.191
8480382,2,37.0,1.0,Slap Shot,0,0.038
8480382,3,44.0,36.0,Wrist Shot,0,0.017
8475622,3,50.0,-7.0,Wrist Shot,0,0.045
8475622,3,84.0,7.0,Wrist Shot,0,0.189
8475622,3,85.0,8.0,Wrist Shot,0,0.156
8475622,3,80.0,3.0,Wrist Shot,0,0.206
8475622,3,69.0,2.0,Snap Shot,0,0.221
8475622,3,86.0,-5.0,Wrist Shot,0,0.188
8475622,3,83.0,-9.0,Wrist Shot,0,0.106
8480382,3,88.0,-27.0,Wrist Shot,0,0.029
8475622,3,82.0,38.0,Wrist Shot,0,0.025
8475622,3,86.0,9.0,Wrist Shot,0,0.152
8475622,3,61.0,37.0,Wrist Shot,0,0.018
8475622,3,65.0,37.0,Wrist Shot,0,0.024
8475622,3,80.0,-31.0,Wrist Shot,0,0.031
8480382,3,80.0,-3.0,Backhand,1,0.202
8475622,3,41.0,-4.0,Slap Shot,0,0.043
8480382,3,57.0,24.0,Snap Shot,0,0.047
8475622,3,70.0,3.0,Wrist Shot,0,0.131
8475622,3,82.0,4.0,Wrist Shot,0,0.197
8475622,3,42.0,37.0,Wrist Shot,0,0.017
8480382,3,61.0,-1.0,Wrist Shot,0,0.086
8475622,3,82.0,38.0,Wrist Shot,0,0.025
8475622,3,86.0,6.0,Tip-In,1,0.187
8480382,3,64.0,-14.0,Wrist Shot,0,0.078
8475622,3,73.0,37.0,Wrist Shot,0,0.028
8475622,3,38.0,38.0,Wrist Shot,0,0.017
8475622,3,84.0,5.0,Tip-In,0,0.242
8475622,3,82.0,4.0,Wrist Shot,1,0.3
8475622,3,66.0,41.0,Snap Shot,0,0.024
8478048,1,36.0,0.0,Snap Shot,0,0.031
8478048,1,38.0,33.0,Wrist Shot,0,0.016
8471734,1,45.0,-21.0,Wrist Shot,0,0.025
8478048,1,62.0,1.0,Wrist Shot,0,0.086
8471734,1,66.0,-16.0,Wrist Shot,1,0.075
8471734,1,73.0,39.0,Wrist Shot,0,0.026
8471734,1,48.0,29.0,Wrist Shot,0,0.018
8478048,1,72.0,-35.0,Wrist Shot,0,0.029
8478048,1,62.0,26.0,Snap Shot,0,0.043
8471734,1,53.0,37.0,Wrist Shot,0,0.018
8471734,1,68.0,-1.0,Wrist Shot,0,0.129
8478048,1,55.0,13.0,Snap Shot,0,0.069
8471734,1,37.0,-19.0,Slap Shot,0,0.033
8471734,1,77.0,10.0,Wrist Shot,0,0.153
8471734,1,39.0,-36.0,Slap Shot,0,0.026
8471734,1,71.0,-21.0,Wrist Shot,0,0.067
8471734,1,41.0,-18.0,Wrist Shot,0,0.024
8471734,1,59.0,-21.0,Wrist Shot,0,0.052
8478048,1,81.0,2.0,Tip-In,0,0.204
8478048,1,81.0,1.0,Wrist Shot,0,0.208
8471734,1,1.0,23.0,Wrist Shot,0,0.021
8471734,1,31.0,1.0,Wrist Shot,0,0.023
8478048,1,0.0,20.0,Wrist Shot,0,0.02
8471734,1,59.0,-21.0,Snap Shot,0,0.063
8478048,1,59.0,16.0,Wrist Shot,0,0.072
8471734,2,77.0,-35.0,Wrist Shot,0,0.029
8478048,2,74.0,-13.0,Backhand,0,0.105
8478048,2,66.0,-31.0,Wrist Shot,0,0.032
8478048,2,56.0,-12.0,Wrist Shot,0,0.097
8478048,2,80.0,0.0,Wrist Shot,0,0.223
8478048,2,84.0,4.0,Deflected,0,0.249
8471734,2,-79.0,39.0,Wrist Shot,0,0.013
8478048,2,33.0,21.0,Wrist Shot,0,0.025
8478048,2,78.0,2.0,Wrist Shot,0,0.176
8471734,2,51.0,-33.0,Wrist Shot,0,0.021
8478048,2,75.0,-36.0,Wrist Shot,0,0.026
8471734,2,78.0,-21.0,Wrist Shot,0,0.047
8471734,2,84.0,-6.0,Deflected,0,0.178
8478048,2,55.0,-8.0,Wrist Shot,0,0.069
8478048,2,84.0,-10.0,Wrist Shot,0,0.106
8478048,2,59.0,-26.0,Wrist Shot,0,0.037
8471734,2,0.0,-35.0,Wrist Shot,0,0.016
8471734,2,35.0,-20.0,Wrist Shot,0,0.023
8478048,2,41.0,28.0,Slap Shot,0,0.024
8478048,2,46.0,-30.0,Slap Shot,0,0.032
8471734,2,63.0,35.0,Wrist Shot,0,0.025
8471734,2,82.0,11.0,Wrist Shot,0,0.122
8478048,2,42.0,-23.0,Snap Shot,0,0.029
8471734,2,54.0,14.0,Wrist Shot,0,0.048
8478048,2,63.0,9.0,Snap Shot,0,0.098
8471734,2,47.0,-23.0,Slap Shot,0,0.061
8471734,2,39.0,31.0,Wrist Shot,0,0.017
8471734,2,74.0,-13.0,Wrist Shot,0,0.105
8478048,3,76.0,3.0,Backhand,0,0.164
8471734,3,60.0,-21.0,Wrist Shot,0,0.053
8478048,3,6.0,0.0,Wrist Shot,0,0.02
8471734,3,73.0,-16.0,Wrist Shot,0,0.096
8478048,3,35.0,-14.0,Slap Shot,0,0.047
8471734,3,86.0,-7.0,Wrist Shot,0,0.165
8478048,3,55.0,-37.0,Wrist Shot,0,0.02
8471734,3,76.0,2.0,Snap Shot,1,0.224
8471734,3,59.0,4.0,Slap Shot,0,0.127
8478048,3,55.0,-24.0,Wrist Shot,0,0.042
8478048,3,72.0,11.0,Wrist Shot,1,0.127
8478048,3,85.0,32.0,Wrist Shot,0,0.028
8478048,3,84.0,7.0,Wrist Shot,0,0.162
8478048,3,37.0,26.0,Wrist Shot,0,0.019
8478048,3,20.0,-37.0,Wrist Shot,0,0.016
8478048,3,53.0,-6.0,Wrist Shot,0,0.055
8478048,3,42.0,3.0,Wrist Shot,0,0.029
8471734,3,72.0,-1.0,Wrist Shot,0,0.146
8471734,3,74.0,4.0,Wrist Shot,0,0.165
8478048,3,59.0,13.0,Wrist Shot,0,0.075
8478048,3,50.0,-37.0,Wrist Shot,0,0.02
8471734,3,67.0,13.0,Wrist Shot,0,0.087
8471734,3,76.0,-12.0,Wrist Shot,1,0.112
8478048,3,47.0,1.0,Wrist Shot,0,0.046
8478048,3,44.0,-34.0,Slap Shot,0,0.041
8471734,3,62.0,12.0,Wrist Shot,0,0.091
8471734,3,62.0,7.0,Wrist Shot,0,0.094
8471734,3,54.0,8.0,Wrist Shot,0,0.063
8478048,3,75.0,17.0,Snap Shot,0,0.173
8478048,3,65.0,-38.0,Wrist Shot,0,0.023
8478048,1,50.0,-10.0,Wrist Shot,0,0.044
8478048,1,38.0,22.0,Slap Shot,0,0.035
8478048,1,34.0,26.0,Wrist Shot,0,0.019
8478048,1,33.0,-11.0,Wrist Shot,0,0.024
8476945,1,46.0,-24.0,Wrist Shot,0,0.024
8478048,1,40.0,-32.0,Slap Shot,0,0.028
8476945,1,45.0,31.0,Wrist Shot,0,0.018
8476945,1,70.0,2.0,Tip-In,0,0.137
8478048,1,56.0,36.0,Wrist Shot,0,0.018
8476945,1,52.0,-20.0,Wrist Shot,0,0.042
8478048,1,54.0,-21.0,Wrist Shot,0,0.042
8478048,1,52.0,29.0,Wrist Shot,0,0.02
8476945,1,77.0,11.0,Backhand,0,0.151
8478048,1,43.0,-35.0,Wrist Shot,0,0.019
8476945,1,63.0,13.0,Backhand,0,0.083
8478048,1,71.0,39.0,Wrist Shot,0,0.026
8478048,1,83.0,6.0,Wrap-around,0,0.102
8478048,1,34.0,-8.0,Wrist Shot,0,0.024
8476945,1,50.0,-4.0,Wrist Shot,0,0.045
8468685,1,41.0,-24.0,Slap Shot,0,0.035
8476945,1,55.0,-20.0,Snap Shot,0,0.051
8476945,1,83.0,-8.0,Backhand,0,0.145
8476945,1,62.0,35.0,Wrist Shot,0,0.02
8476945,1,86.0,-5.0,Backhand,1,0.168
8478048,2,58.0,-14.0,Wrist Shot,0,0.095
8478048,2,34.0,-13.0,Slap Shot,0,0.047
8476945,2,49.0,-22.0,Wrist Shot,0,0.027
8476945,2,65.0,18.0,Wrist Shot,0,0.082
8478048,2,43.0,-23.0,Wrist Shot,0,0.025
8476945,2,77.0,16.0,Wrist Shot,0,0.138
8476945,2,84.0,-7.0,Wrist Shot,1,0.174
8478048,2,53.0,-32.0,Wrist Shot,0,0.023
8476945,2,78.0,6.0,Wrist Shot,0,0.154
8478048,2,60.0,-36.0,Wrist Shot,0,0.021
8476945,2,68.0,-35.0,Wrist Shot,0,0.03
8476945,2,61.0,4.0,Backhand,0,0.089
8476945,2,64.0,-8.0,Wrist Shot,0,0.083
8476945,2,73.0,-26.0,Wrist Shot,0,0.05
8478048,2,36.0,22.0,Wrist Shot,0,0.025
8478048,2,73.0,1.0,Wrist Shot,0,0.166
8476945,2,70.0,-9.0,Wrist Shot,0,0.107
8478048,2,50.0,-22.0,Wrist Shot,0,0.027
8478048,2,92.0,-7.0,Wrap-around,0,0.076
8478048,2,81.0,-6.0,Backhand,0,0.186
8478048,2,35.0,-20.0,Wrist Shot,0,0.023
8478048,2,53.0,8.0,Wrist Shot,0,0.057
8476945,3,69.0,0.0,Wrist Shot,1,0.136
8476945,3,63.0,-28.0,Wrist Shot,0,0.036
8476945,3,69.0,-1.0,Wrist Shot,1,0.148
8476945,3,72.0,16.0,Wrist Shot,0,0.102
8476945,3,-75.0,11.0,Wrist Shot,0,0.02
8478048,3,78.0,-6.0,Backhand,0,0.172
8478048,3,63.0,19.0,Wrist Shot,0,0.106
8478048,3,57.0,-26.0,Wrist Shot,0,0.054
8478048,3,47.0,17.0,Slap Shot,0,0.065
8478048,3,46.0,12.0,Wrist Shot,1,0.03
8478048,3,54.0,38.0,Slap Shot,0,0.025
8478048,3,40.0,-12.0,Wrist Shot,0,0.026
8478048,3,51.0,33.0,Slap Shot,0,0.026
8476945,3,51.0,-8.0,Backhand,0,0.05
8476945,3,37.0,25.0,Wrist Shot,0,0.021
8478048,3,34.0,25.0,Slap Shot,0,0.029
8478048,3,51.0,0.0,Wrist Shot,0,0.047
8478048,3,73.0,5.0,Tip-In,0,0.147
8478048,3,35.0,-29.0,Slap Shot,0,0.028
8476945,3,65.0,-14.0,Wrist Shot,0,0.079
8476945,3,66.0,-4.0,Wrist Shot,0,0.102
8478048,3,53.0,-11.0,Wrist Shot,0,0.045
8478048,3,44.0,37.0,Wrist Shot,0,0.017
8476945,3,73.0,-8.0,Wrist Shot,0,0.13
8476945,3,53.0,-7.0,Wrist Shot,0,0.055
8478048,3,34.0,21.0,Slap Shot,0,0.056
8478048,3,77.0,1.0,Wrist Shot,0,0.21
8478048,3,77.0,4.0,Wrist Shot,0,0.198
8478048,3,82.0,-8.0,Backhand,0,0.176
8478048,3,82.0,-5.0,Deflected,0,0.225
8471774,1,64.0,-19.0,Wrist Shot,0,0.073
8480382,1,55.0,-5.0,Wrist Shot,0,0.067
8480382,1,77.0,-1.0,Wrist Shot,0,0.169
8480382,1,70.0,-24.0,Wrist Shot,0,0.058
8480382,1,85.0,11.0,Wrist Shot,0,0.125
8480382,1,36.0,-1.0,Slap Shot,0,0.038
8480382,1,85.0,13.0,Backhand,0,0.11
8480382,1,59.0,-13.0,Wrist Shot,0,0.068
8471774,1,74.0,-37.0,Wrist Shot,0,0.027
8471774,1,73.0,-18.0,Snap Shot,0,0.096
8471774,1,54.0,23.0,Snap Shot,0,0.056
8480382,1,63.0,12.0,Backhand,1,0.088
8471774,1,71.0,35.0,Wrist Shot,1,0.026
8480382,1,60.0,-19.0,Wrist Shot,0,0.064
8480382,1,52.0,-14.0,Slap Shot,1,0.07
8480382,1,85.0,-8.0,Deflected,0,0.15
8471774,1,82.0,-12.0,Wrist Shot,0,0.098
8471774,1,31.0,1.0,Slap Shot,0,0.031
8471774,1,78.0,1.0,Wrist Shot,0,0.177
8471774,2,30.0,2.0,Slap Shot,0,0.031
8471774,2,31.0,2.0,Slap Shot,0,0.031
8471774,2,35.0,17.0,Slap Shot,0,0.035
8471774,2,45.0,-10.0,Wrist Shot,0,0.028
8480382,2,75.0,-9.0,Wrist Shot,0,0.175
8471774,2,36.0,-16.0,Slap Shot,0,0.033
8480382,2,69.0,19.0,Backhand,0,0.088
8471774,2,68.0,17.0,Wrist Shot,0,0.086
8480382,2,66.0,-1.0,Snap Shot,0,0.157
8471774,2,59.0,-19.0,Slap Shot,0,0.092
8471774,2,67.0,20.0,Wrist Shot,0,0.082
8471774,2,84.0,13.0,Backhand,0,0.117
8480382,2,33.0,-33.0,Slap Shot,0,0.025
8480382,2,88.0,-5.0,Wrist Shot,0,0.216
8480382,2,82.0,-3.0,Tip-In,1,0.207
8471774,2,56.0,39.0,Wrist Shot,0,0.018
8471774,3,64.0,-3.0,Wrist Shot,0,0.105
8480382,3,84.0,10.0,Backhand,0,0.121
8471774,3,16.0,15.0,Wrist Shot,0,0.02
8471774,3,35.0,-22.0,Wrist Shot,0,0.023
8480382,3,66.0,2.0,Snap Shot,0,0.14
8471774,3,67.0,-4.0,Wrist Shot,0,0.14
8471774,3,55.0,37.0,Wrist Shot,0,0.018
8480382,3,35.0,1.0,Slap Shot,0,0.057
8480382,3,57.0,24.0,Snap Shot,0,0.069
8480382,3,63.0,-29.0,Wrist Shot,0,0.05
8471774,3,74.0,5.0,Wrist Shot,1,0.165
8471774,3,55.0,25.0,Wrist Shot,0,0.043
8471774,3,47.0,-22.0,Wrist Shot,0,0.03
8471774,3,72.0,-4.0,Tip-In,1,0.161
8471774,3,28.0,38.0,Slap Shot,0,0.021
8480382,3,73.0,30.0,Wrist Shot,0,0.05
8471774,4,70.0,14.0,Wrist Shot,0,0.111
8471774,4,78.0,8.0,Backhand,0,0.164
8480382,4,76.0,-3.0,Wrist Shot,0,0.192
8471774,4,65.0,7.0,Wrist Shot,0,0.116
8480382,4,74.0,-1.0,Wrist Shot,0,0.16
8480382,4,69.0,-5.0,Wrist Shot,0,0.096
8478007,1,36.0,20.0,Wrist Shot,0,0.025
8478007,1,74.0,8.0,Slap Shot,1,0.245
8480382,1,77.0,-4.0,Wrist Shot,0,0.156
8480382,1,60.0,30.0,Wrist Shot,0,0.035
8478007,1,64.0,-19.0,Wrist Shot,0,0.073
8478007,1,47.0,-4.0,Wrist Shot,0,0.045
8480382,1,47.0,14.0,Wrist Shot,0,0.032
8480382,1,56.0,-20.0,Wrist Shot,0,0.042
8478007,1,84.0,-8.0,Wrap-around,0,0.081
8478007,1,84.0,-9.0,Wrap-around,0,0.066
8478007,1,90.0,10.0,Wrist Shot,0,0.146
8480382,1,43.0,24.0,Wrist Shot,0,0.022
8480382,1,-34.0,23.0,Deflected,0,0.022
8478007,1,34.0,22.0,Wrist Shot,0,0.025
8478007,1,87.0,6.0,Wrap-around,0,0.093
8478007,1,60.0,13.0,Wrist Shot,0,0.08
8478007,1,41.0,14.0,Slap Shot,0,0.058
8480382,2,40.0,-35.0,Wrist Shot,0,0.018
8478007,2,67.0,15.0,Wrist Shot,0,0.117
8480382,2,40.0,27.0,Wrist Shot,0,0.017
8478007,2,68.0,-20.0,Wrist Shot,0,0.076
8480382,2,81.0,-19.0,Wrist Shot,0,0.056
8480382,2,44.0,-30.0,Wrist Shot,0,0.022
8480382,2,36.0,23.0,Wrist Shot,0,0.025
8478007,2,-77.0,-2.0,Wrist Shot,0,0.02
8480382,2,36.0,27.0,Slap Shot,0,0.023
8480382,2,37.0,23.0,Slap Shot,0,0.035
8478007,2,79.0,28.0,Wrist Shot,0,0.032
8480382,2,42.0,27.0,Slap Shot,0,0.025
8478007,2,71.0,10.0,Backhand,0,0.122
8480382,2,87.0,-22.0,Backhand,0,0.061
8480382,2,74.0,1.0,Wrist Shot,0,0.182
8480382,2,63.0,21.0,Slap Shot,0,0.152
8480382,2,69.0,-23.0,Slap Shot,0,0.143
8480382,2,80.0,-35.0,Wrist Shot,0,0.027
8480382,2,37.0,-20.0,Slap Shot,0,0.032
8480382,2,70.0,0.0,Wrist Shot,0,0.136
8480382,2,35.0,26.0,Slap Shot,0,0.026
8480382,2,-8.0,6.0,Tip-In,0,0.023
8480382,2,79.0,25.0,Wrist Shot,0,0.041
8480382,2,86.0,21.0,Backhand,0,0.073
8480382,2,85.0,6.0,Wrist Shot,0,0.163
8480382,2,50.0,-21.0,Wrist Shot,0,0.029
8478007,2,72.0,3.0,Tip-In,0,0.14
8478007,2,2.0,-1.0,Slap Shot,0,0.028
8480382,2,79.0,-25.0,Backhand,1,0.038
8480382,3,52.0,17.0,Wrist Shot,0,0.046
8480382,3,64.0,-19.0,Wrist Shot,0,0.073
8478007,3,41.0,1.0,Wrist Shot,0,0.029
8478007,3,72.0,9.0,Wrist Shot,0,0.129
8480382,3,81.0,-8.0,Tip-In,0,0.159
8480382,3,51.0,17.0,Wrist Shot,0,0.047
8478007,3,75.0,-1.0,Backhand,0,0.163
8480382,3,75.0,8.0,Wrist Shot,0,0.152
8480382,3,54.0,-21.0,Wrist Shot,0,0.042
8478007,3,65.0,-23.0,Wrist Shot,0,0.068
8478007,3,70.0,9.0,Wrist Shot,0,0.123
8478007,3,76.0,-16.0,Wrist Shot,0,0.083
8478007,3,34.0,27.0,Wrist Shot,0,0.016
8480382,3,40.0,-32.0,Wrist Shot,0,0.02
8478007,3,34.0,30.0,Wrist Shot,0,0.016
8480382,3,78.0,3.0,Wrist Shot,0,0.168
8478007,3,67.0,-9.0,Wrist Shot,1,0.095
8480382,3,39.0,-14.0,Wrist Shot,0,0.028
8470860,1,43.0,-32.0,Snap Shot,0,0.024
8470860,1,33.0,4.0,Wrist Shot,0,0.025
8480382,1,76.0,1.0,Tip-In,0,0.171
8480382,1,34.0,33.0,Wrist Shot,0,0.016
8480382,1,77.0,0.0,Wrist Shot,0,0.258
8480382,1,38.0,-33.0,Slap Shot,0,0.026
8480382,1,66.0,-3.0,Wrist Shot,0,0.106
8470860,1,54.0,-25.0,Wrist Shot,0,0.04
8470860,1,76.0,2.0,Deflected,0,0.164
8470860,1,94.0,14.0,Deflected,0,0.143
8470860,1,48.0,-36.0,Wrist Shot,0,0.02
8480382,1,50.0,27.0,Wrist Shot,0,0.02
8480382,1,80.0,0.0,Deflected,0,0.202
8470860,1,82.0,17.0,Backhand,0,0.081
8480382,1,64.0,-15.0,Wrist Shot,0,0.104
8480382,1,82.0,6.0,Wrist Shot,0,0.206
8470860,1,53.0,-9.0,Wrist Shot,0,0.054
8470860,1,61.0,-39.0,Wrist Shot,0,0.021
8480382,1,76.0,30.0,Wrist Shot,0,0.039
8480382,1,38.0,-25.0,Deflected,1,0.025
8480382,2,38.0,-6.0,Wrist Shot,0,0.032
8470860,2,76.0,4.0,Tip-In,0,0.164
8480382,2,79.0,-1.0,Tip-In,0,0.194
